Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName_x,VendorName_y,AnnualDemand,AnnualRevenue,FirstSaleDate,LastSaleDate,StoreCount,AvgDailyDemand,UnitsPurchased,PurchaseCost,OrderCount,AvgLeadDays,OpeningStock,ClosingStock,StockTurnover,ClosingDaysCover,GrossProfit,ProfitMarginPct,ReorderSignal,Lifecycle
8144,Corralejo Reposado Tequila,29.99,750mL,750,1,22.38,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,3565.0,109744.34999999999,2024-01-01,2024-12-31,68.0,9.77,3626.0,81149.88,54.0,8.2,414.0,475.0,0.983,49.0,28594.47,26.06,HEALTHY,Fast Mover
8149,Sebastiani Cab Svgn Sonoma,17.99,750mL,750,2,11.25,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,1797.0,35922.03,2024-01-01,2024-12-31,54.0,4.92,1775.0,19968.75,52.0,7.64,762.0,740.0,1.012,150.0,15953.28,44.41,HEALTHY,Fast Mover
8152,Skinnygirl Mojito RTD,9.99,750mL,750,1,7.24,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,1511.0,15779.89,2024-01-01,2024-12-31,71.0,4.14,707.0,5118.679999999999,19.0,6.56,864.0,60.0,2.137,14.0,10661.21,67.56,MONITOR,Fast Mover
8154,Cazadores Reposado Tequila,21.99,750mL,750,1,16.05,480,BACARDI USA INC            ,BACARDI USA INC            ,3019.0,67818.81,2024-01-01,2024-12-31,66.0,8.27,3104.0,49819.2,53.0,7.83,619.0,704.0,0.973,85.0,17999.61,26.54,HEALTHY,Fast Mover
8155,Black Velvet Plastic,4.49,375mL,375,1,3.28,1392,CONSTELLATION BRANDS INC   ,CONSTELLATION BRANDS INC   ,18452.0,93900.98,2024-01-01,2024-12-31,67.0,50.55,18542.0,60817.759999999995,54.0,7.65,1558.0,1648.0,0.995,33.0,33083.22,35.23,HEALTHY,Fast Mover
8159,Jose Cuervo Especial,25.99,1750mL,1750,1,19.69,7245,PROXIMO SPIRITS INC.       ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8166,Mount Gay Eclipse,19.99,750mL,750,1,15.14,7239,REMY COINTREAU USA INC     ,REMY COINTREAU USA INC     ,10608.0,217855.91999999998,2024-01-01,2024-12-31,80.0,29.06,10955.0,165858.7,55.0,7.66,1150.0,1497.0,0.968,52.0,51997.22,23.87,HEALTHY,Fast Mover
8170,Courvoisier VS Cognac,2.99,50mL,50,1,2.17,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,10606.0,31711.940000000002,2024-01-01,2024-12-31,74.0,29.06,12533.0,27196.61,54.0,7.74,3325.0,5252.0,0.846,181.0,4515.33,14.24,HEALTHY,Regular
8171,Leroux Blackberry Brandy,0.99,50mL,50,1,0.71,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,34924.0,34574.76,2024-01-01,2024-12-31,77.0,95.68,37016.0,26281.36,55.0,7.61,4824.0,6916.0,0.943,72.0,8293.4,23.99,HEALTHY,Fast Mover
8172,DK Burst Blustery Peppermint,0.99,50mL,50,1,0.71,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,45540.0,45084.6,2024-01-01,2024-12-31,75.0,124.77,45606.0,32380.26,54.0,7.91,6728.0,6794.0,0.999,54.0,12704.34,28.18,HEALTHY,Fast Mover
8173,Amarula Cream Liqueur,17.99,750mL,750,1,14.28,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,5159.0,108737.40999999999,2024-01-01,2024-12-31,74.0,14.13,5634.0,80453.52,54.0,8.3,803.0,1278.0,0.916,90.0,28283.89,26.01,HEALTHY,Fast Mover
8178,Bulleit Bourbon,25.99,750mL,750,1,18.51,3960,DIAGEO NORTH AMERICA INC   ,DIAGEO NORTH AMERICA INC   ,27204.0,724379.96,2024-01-01,2024-12-31,80.0,74.53,28421.0,526072.71,54.0,7.39,2505.0,3722.0,0.957,50.0,198307.25,27.38,HEALTHY,Fast Mover
8184,Kahlua,1.99,50mL,50,1,1.55,17035,PERNOD RICARD USA          ,PERNOD RICARD USA          ,59842.0,119085.58,2024-01-01,2024-12-31,80.0,163.95,60365.0,93565.75,54.0,7.83,7129.0,7652.0,0.991,47.0,25519.83,21.43,HEALTHY,Fast Mover
8187,Wild Turkey,18.99,750mL,750,1,13.17,11567,CAMPARI AMERICA            ,CAMPARI AMERICA            ,5479.0,105353.20999999999,2024-01-01,2024-12-31,79.0,15.01,5505.0,72500.84999999999,52.0,7.49,1055.0,1081.0,0.995,72.0,32852.36,31.18,HEALTHY,Fast Mover
8189,Camarena Silver Tequila,31.99,1750mL,1750,1,25.59,3252,E & J GALLO WINERY         ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8191,Savory & James Deluxe Cream,18.49,1500mL,1500,1,14.45,4380,CHARLES JACQUIN ET CIE INC ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8200,Chambord Liqueur de France,2.99,50mL,50,1,2.18,1128,BROWN-FORMAN CORP          ,BROWN-FORMAN CORP          ,14063.0,42048.37,2024-01-01,2024-12-31,80.0,38.53,14744.0,32141.920000000002,53.0,7.86,2592.0,3273.0,0.954,85.0,9906.45,23.56,HEALTHY,Fast Mover
8202,Sambuca Romana,17.99,750mL,750,1,13.33,3960,DIAGEO NORTH AMERICA INC   ,DIAGEO NORTH AMERICA INC   ,31816.0,606781.84,2024-01-01,2024-12-31,80.0,87.17,32375.0,431558.75,55.0,7.56,3157.0,3716.0,0.983,43.0,175223.09,28.88,HEALTHY,Fast Mover
8203,Grand Marnier,1.99,50mL,50,1,1.51,8112,MOET HENNESSY USA INC      ,MOET HENNESSY USA INC      ,46627.0,139414.73,2024-01-01,2024-12-31,80.0,127.75,43926.0,66328.26,54.0,7.51,9965.0,7264.0,1.061,57.0,73086.47,52.42,HEALTHY,Fast Mover
8205,Frangelico Hazelnut Liqueur,1.99,50mL,50,1,1.53,11567,CAMPARI AMERICA            ,CAMPARI AMERICA            ,11884.0,34414.16,2024-01-01,2024-12-31,79.0,32.56,13361.0,20442.329999999998,53.0,7.41,2639.0,4116.0,0.889,126.0,13971.83,40.6,HEALTHY,Regular
8212,Krupnik Spiced Honey Liqueur,24.99,375mL,375,1,16.66,2450,DJINN SPIRITS LLC          ,DJINN SPIRITS LLC          ,1120.0,25575.8,2024-01-01,2024-12-31,30.0,3.07,1135.0,18909.1,40.0,7.97,271.0,286.0,0.987,93.0,6666.7,26.07,HEALTHY,Fast Mover
8214,E & J Brandy VS,9.99,750mL,750,1,7.4,3252,E & J GALLO WINERY         ,E & J GALLO WINERY         ,13834.0,138201.66,2024-01-01,2024-12-31,79.0,37.9,13491.0,99833.4,55.0,7.79,1510.0,1167.0,1.025,31.0,38368.26,27.76,HEALTHY,Fast Mover
8218,Camarena Reposado Tequila,31.99,1750mL,1750,1,23.87,3252,E & J GALLO WINERY         ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8221,Grand Mayan Silver Agave,79.99,750mL,750,1,63.99,9552,M S WALKER INC             ,M S WALKER INC             ,284.0,22717.16,2024-01-01,2024-12-31,20.0,0.78,277.0,17725.23,34.0,8.1,131.0,124.0,1.025,159.0,4991.93,21.97,HEALTHY,Fast Mover
8223,Dom Chandon Blanc de Noir C,13.99,750mL,750,1,10.36,8112,MOET HENNESSY USA INC      ,MOET HENNESSY USA INC      ,9247.0,139587.53,2024-01-01,2024-12-31,79.0,25.33,9153.0,94825.08,49.0,7.63,3772.0,3678.0,1.01,145.0,44762.45,32.07,HEALTHY,Fast Mover
8231,Folonari Valpolicella,14.99,1500mL,1500,1,9.02,9744,FREDERICK WILDMAN & SONS   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8232,Riunite Lambrusco,8.99,1500mL,1500,2,6.24,516,BANFI PRODUCTS CORP        ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8236,Jim Beam,1.49,50mL,50,1,1.07,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,98300.0,146467.0,2024-01-01,2024-12-31,80.0,269.32,98086.0,104952.02,54.0,7.67,9021.0,8807.0,1.002,33.0,41514.98,28.34,HEALTHY,Fast Mover
8237,Grand Mayan Ultra Aged Teq,99.99,750mL,750,1,74.62,9552,M S WALKER INC             ,M S WALKER INC             ,310.0,30996.899999999998,2024-01-01,2024-12-31,20.0,0.85,288.0,21490.56,31.0,8.04,117.0,95.0,1.076,112.0,9506.34,30.67,HEALTHY,Fast Mover
8242,Folonari Soave Dry White,14.99,1500mL,1500,2,7.99,9744,FREDERICK WILDMAN & SONS   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8246,BV Coastal Estate Pnt Nr,8.99,750mL,750,2,6.12,1590,DIAGEO CHATEAU ESTATE WINES,DIAGEO CHATEAU ESTATE WINES,2629.0,23527.71,2024-01-01,2024-12-31,55.0,7.2,2266.0,13867.92,52.0,7.74,1272.0,909.0,1.16,126.0,9659.79,41.06,HEALTHY,Fast Mover
8252,Gazdina Rakija Plum Brandy,20.49,750mL,750,1,16.01,7154,PREMIER DISTRIBUTORS       ,PREMIER DISTRIBUTORS       ,2050.0,41181.0,2024-01-01,2024-12-31,42.0,5.62,2098.0,33588.98,53.0,7.78,278.0,326.0,0.977,58.0,7592.02,18.44,HEALTHY,Fast Mover
8258,Campari,27.99,750mL,750,1,21.05,11567,CAMPARI AMERICA            ,CAMPARI AMERICA            ,9285.0,278457.14999999997,2024-01-01,2024-12-31,79.0,25.44,9347.0,196754.35,54.0,7.5,801.0,863.0,0.993,34.0,81702.8,29.34,HEALTHY,Fast Mover
8262,Metcalfe's Vermont Maple,21.99,750mL,750,1,15.82,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,2741.0,60193.59,2024-01-01,2024-12-31,75.0,7.51,2744.0,43410.08,54.0,8.57,545.0,548.0,0.999,73.0,16783.51,27.88,HEALTHY,Fast Mover
8264,Ch Ste Michelle Rsl,8.99,750mL,750,2,5.37,8673,STE MICHELLE WINE ESTATES  ,STE MICHELLE WINE ESTATES  ,28366.0,259038.34,2024-01-01,2024-12-31,79.0,77.72,28983.0,155638.71,54.0,7.6,2149.0,2766.0,0.979,36.0,103399.63,39.92,HEALTHY,Fast Mover
8265,Cockburns Fine Ruby Port,9.99,750mL,750,2,6.89,7240,"PREMIUM PORT WINES, INC.   ","PREMIUM PORT WINES, INC.   ",6058.0,60519.42,2024-01-01,2024-12-31,72.0,16.6,6126.0,42208.14000000001,53.0,7.45,863.0,931.0,0.989,56.0,18311.28,30.26,HEALTHY,Fast Mover
8267,Gazdina Rakija Pear Brandy,23.99,750mL,750,1,18.45,7154,PREMIER DISTRIBUTORS       ,PREMIER DISTRIBUTORS       ,2115.0,51254.85,2024-01-01,2024-12-31,70.0,5.79,1982.0,36567.9,53.0,7.91,451.0,318.0,1.067,55.0,14686.95,28.65,HEALTHY,Fast Mover
8273,El Mayor Reposado Tequila,27.99,750mL,750,1,17.05,8352,LUXCO INC                  ,LUXCO INC                  ,3432.0,79675.68,2024-01-01,2024-12-31,62.0,9.4,3652.0,62266.6,53.0,7.43,182.0,402.0,0.94,43.0,17409.08,21.85,HEALTHY,Fast Mover
8275,El Mayor Anejo Tequila,28.99,750mL,750,1,20.71,8352,LUXCO INC                  ,LUXCO INC                  ,3057.0,97170.43,2024-01-01,2024-12-31,66.0,8.38,3080.0,63786.8,52.0,7.54,492.0,515.0,0.993,61.0,33383.63,34.36,HEALTHY,Fast Mover
8280,Piper Sonoma Brut,12.99,750mL,750,2,8.9,7239,REMY COINTREAU USA INC     ,REMY COINTREAU USA INC     ,5117.0,72035.83,2024-01-01,2024-12-31,77.0,14.02,5134.0,45692.6,53.0,7.57,1108.0,1125.0,0.997,80.0,26343.23,36.57,HEALTHY,Fast Mover
8288,Korbel Brut,11.99,750mL,750,2,7.94,1128,BROWN-FORMAN CORP          ,BROWN-FORMAN CORP          ,24819.0,317622.81,2024-01-01,2024-12-31,80.0,68.0,25153.0,199714.82,54.0,7.38,2341.0,2675.0,0.987,39.0,117907.99,37.12,HEALTHY,Fast Mover
8296,Knob Creek Smoked Maple,31.99,750mL,750,1,21.7,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,6212.0,185815.88,2024-01-01,2024-12-31,79.0,17.02,7084.0,153722.8,52.0,7.86,504.0,1376.0,0.877,81.0,32093.08,17.27,HEALTHY,Regular
8298,Skinnygirl Grapefruit Marg,9.99,750mL,750,1,7.8,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,2562.0,27534.38,2024-01-01,2024-12-31,68.0,7.02,2459.0,19180.2,50.0,7.51,699.0,596.0,1.042,85.0,8354.18,30.34,HEALTHY,Fast Mover
8312,Bols Curacao Orange,7.99,750mL,750,1,5.71,6213,MHW LTD                    ,MHW LTD                    ,12725.0,109769.75,2024-01-01,2024-12-31,69.0,34.86,12900.0,73659.0,54.0,7.68,1138.0,1313.0,0.986,38.0,36110.75,32.9,HEALTHY,Fast Mover
8322,Chi Chi's Ruby Red Margarita,10.99,1750mL,1750,1,6.24,660,SAZERAC NORTH AMERICA INC. ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8329,R Mondavi Chard Pvt Sel,7.99,750mL,750,2,4.68,1392,CONSTELLATION BRANDS INC   ,CONSTELLATION BRANDS INC   ,14417.0,117955.98,2024-01-01,2024-12-31,80.0,39.5,15198.0,71126.64,55.0,8.13,2675.0,3456.0,0.949,87.0,46829.34,39.7,HEALTHY,Fast Mover
8337,Marcati Limoncello,15.99,750mL,750,1,12.4,7153,PINE STATE TRADING CO      ,PINE STATE TRADING CO      ,1046.0,12224.54,2024-01-03,2024-12-16,20.0,2.87,762.0,9448.800000000001,12.0,7.0,284.0,0.0,1.373,0.0,2775.74,22.71,OUT OF STOCK,Fast Mover
8338,The Glenlivet 12 Yr Single,21.99,375mL,375,1,14.49,17035,PERNOD RICARD USA          ,PERNOD RICARD USA          ,8614.0,179479.86,2024-01-01,2024-12-31,79.0,23.6,8656.0,125425.44,55.0,7.69,892.0,934.0,0.995,40.0,54054.42,30.12,HEALTHY,Fast Mover
8339,The Glenlivet 12 Yr Single,42.99,750mL,750,1,30.21,17035,PERNOD RICARD USA          ,PERNOD RICARD USA          ,12463.0,544906.37,2024-01-01,2024-12-31,80.0,34.15,13250.0,400282.5,54.0,7.74,2216.0,3003.0,0.941,88.0,144623.87,26.54,HEALTHY,Fast Mover
8342,Korbel X Dry,11.99,750mL,750,2,8.21,1128,BROWN-FORMAN CORP          ,BROWN-FORMAN CORP          ,16311.0,209317.89,2024-01-01,2024-12-31,79.0,44.69,16916.0,138880.36000000002,54.0,7.32,2607.0,3212.0,0.964,72.0,70437.53,33.65,HEALTHY,Fast Mover
8345,R M Woodbridge Cab Svgn Cal,7.99,750mL,750,2,3.37,1392,CONSTELLATION BRANDS INC   ,CONSTELLATION BRANDS INC   ,24136.0,141624.64,2024-01-01,2024-12-31,79.0,66.13,24358.0,82086.45999999999,52.0,7.68,2148.0,2370.0,0.991,36.0,59538.18,42.04,HEALTHY,Fast Mover
8346,Marques de Riscal Rioja Red,14.99,750mL,750,2,9.93,8320,SHAW ROSS INT L IMP LTD    ,SHAW ROSS INT L IMP LTD    ,7468.0,116302.31999999999,2024-01-01,2024-12-31,79.0,20.46,7248.0,71972.64,54.0,7.9,1220.0,1000.0,1.03,49.0,44329.68,38.12,HEALTHY,Fast Mover
8351,Arrow Kirsch,10.99,750mL,750,1,8.26,8352,LUXCO INC                  ,LUXCO INC                  ,1549.0,17023.510000000002,2024-01-01,2024-12-31,53.0,4.24,1496.0,12356.960000000001,52.0,7.53,536.0,483.0,1.035,114.0,4666.55,27.41,HEALTHY,Fast Mover
8358,Bacardi 151 Proof,19.99,750mL,750,1,14.49,480,BACARDI USA INC            ,BACARDI USA INC            ,8065.0,161219.35,2024-01-01,2024-10-21,78.0,22.1,7071.0,102458.79,36.0,8.01,994.0,0.0,1.141,0.0,58760.56,36.45,OUT OF STOCK,Fast Mover
8361,Carlo Rossi Chablis Calif,14.99,4000mL,4000,2,10.06,3252,E & J GALLO WINERY         ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8368,Bacardi Superior Rum,1.99,100mL,100,1,1.51,480,BACARDI USA INC            ,BACARDI USA INC            ,14922.0,29694.78,2024-01-01,2024-12-31,26.0,40.88,14957.0,22585.07,53.0,7.85,1234.0,1269.0,0.998,31.0,7109.71,23.94,HEALTHY,Fast Mover
8369,Pernod Anise Liqueur,32.99,750mL,750,1,24.26,17035,PERNOD RICARD USA          ,PERNOD RICARD USA          ,1153.0,40090.47,2024-01-01,2024-12-31,51.0,3.16,1225.0,29718.5,45.0,7.6,495.0,567.0,0.941,179.0,10371.97,25.87,HEALTHY,Fast Mover
8370,Chi Chi's Margarita,8.99,1750mL,1750,1,5.71,660,SAZERAC NORTH AMERICA INC. ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8379,Wild Turkey 101,9.99,375mL,375,1,7.63,11567,CAMPARI AMERICA            ,CAMPARI AMERICA            ,4272.0,51221.28,2024-01-01,2024-12-31,63.0,11.7,4299.0,32801.37,53.0,7.25,681.0,708.0,0.994,61.0,18419.91,35.96,HEALTHY,Fast Mover
8386,Dry Sack Sherry,13.49,750mL,750,1,9.85,6785,PALM BAY INTERNATIONAL INC ,PALM BAY INTERNATIONAL INC ,4686.0,63214.14,2024-01-01,2024-12-31,69.0,12.84,4705.0,46344.25,53.0,7.64,799.0,818.0,0.996,64.0,16869.89,26.69,HEALTHY,Fast Mover
8387,Wild Turkey 101,21.99,750mL,750,1,17.45,11567,CAMPARI AMERICA            ,CAMPARI AMERICA            ,6556.0,149388.44,2024-01-01,2024-12-31,79.0,17.96,5833.0,101785.85,54.0,7.62,2285.0,1562.0,1.124,87.0,47602.59,31.86,HEALTHY,Fast Mover
8393,Casamigos Reposado,49.99,750mL,750,1,34.81,6213,MHW LTD                    ,MHW LTD                    ,2266.0,119878.34,2024-01-01,2024-12-31,72.0,6.21,2013.0,70072.53,54.0,7.56,762.0,509.0,1.126,82.0,49805.81,41.55,HEALTHY,Fast Mover
8395,Casamigos Anejo,54.99,750mL,750,1,37.31,6213,MHW LTD                    ,MHW LTD                    ,2205.0,126810.95,2024-01-01,2024-12-31,71.0,6.04,2112.0,78798.72,53.0,7.6,644.0,551.0,1.044,91.0,48012.23,37.86,HEALTHY,Fast Mover
8398,Casamigos Blanco,46.99,750mL,750,1,33.33,6213,MHW LTD                    ,MHW LTD                    ,2907.0,144663.93,2024-01-01,2024-12-31,72.0,7.96,2803.0,93423.98999999999,52.0,7.16,612.0,508.0,1.037,64.0,51239.94,35.42,HEALTHY,Fast Mover
8402,Spud Pumpkin Spice Vodka,19.99,750mL,750,1,14.92,10050,Russian Standard Vodka     ,Russian Standard Vodka     ,147.0,3673.5299999999997,2024-01-20,2024-12-31,17.0,0.4,33.0,492.36,6.0,8.57,148.0,34.0,4.455,85.0,3181.17,86.6,HEALTHY,Fast Mover
8408,Wild Turkey American Honey,29.99,1750mL,1750,1,22.21,11567,CAMPARI AMERICA            ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8409,Christian Bros Cream Sherry,8.29,1500mL,1500,2,5.38,3924,HEAVEN HILL DISTILLERIES   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8412,Tequila Ocho Plata Fresno,49.99,750mL,750,1,35.71,105,ALTAMAR BRANDS LLC         ,ALTAMAR BRANDS LLC         ,307.0,15346.93,2024-01-09,2024-12-31,22.0,0.84,320.0,11427.199999999999,40.0,7.56,135.0,148.0,0.959,176.0,3919.73,25.54,HEALTHY,Fast Mover
8413,St Elder Elderflower Liqueur,17.99,750mL,750,1,14.28,9552,M S WALKER INC             ,M S WALKER INC             ,9770.0,175762.3,2024-01-01,2024-12-31,78.0,26.77,9731.0,138958.68000000002,54.0,7.86,1121.0,1082.0,1.004,40.0,36803.62,20.94,HEALTHY,Fast Mover
8419,Ocho Tequila Plata Corrales,6.99,100mL,100,1,5.3,105,ALTAMAR BRANDS LLC         ,ALTAMAR BRANDS LLC         ,6.0,41.94,2024-01-08,2024-02-05,1.0,0.02,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,41.94,100.0,OUT OF STOCK,End of Life
8420,Frangelico Hazelnut Liqueur,42.99,1750mL,1750,1,31.0,11567,CAMPARI AMERICA            ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8421,Beringer Classic Wh Znfdl,4.99,750mL,750,2,3.37,9819,TREASURY WINE ESTATES      ,TREASURY WINE ESTATES      ,38974.0,210632.5,2024-01-01,2024-12-31,79.0,106.78,38917.0,131150.29,54.0,7.32,2893.0,2836.0,1.001,27.0,79482.21,37.74,MONITOR,Fast Mover
8424,1800 Coconut Tequila,21.99,750mL,750,1,16.29,7245,PROXIMO SPIRITS INC.       ,PROXIMO SPIRITS INC.       ,8041.0,199138.59,2024-01-01,2024-12-31,79.0,22.03,8136.0,132535.44,54.0,7.0,790.0,885.0,0.988,40.0,66603.15,33.45,HEALTHY,Fast Mover
8434,1800 Select Silver Tequila,27.99,750mL,750,1,20.43,7245,PROXIMO SPIRITS INC.       ,PROXIMO SPIRITS INC.       ,71.0,2129.29,2024-01-08,2024-11-23,13.0,0.19,11.0,224.73,4.0,7.75,60.0,0.0,6.455,0.0,1904.56,89.45,OUT OF STOCK,Fast Mover
8438,Capt Morgan White Grapefruit,0.99,50mL,50,1,0.72,3960,DIAGEO NORTH AMERICA INC   ,DIAGEO NORTH AMERICA INC   ,1816.0,1797.84,2024-01-01,2024-07-13,42.0,4.98,526.0,378.72,7.0,7.67,1312.0,22.0,3.452,4.0,1419.12,78.93,REORDER NOW,End of Life
8441,Baileys Irish Cream,12.49,375mL,375,1,8.92,3960,DIAGEO NORTH AMERICA INC   ,DIAGEO NORTH AMERICA INC   ,18491.0,237351.59,2024-01-01,2024-12-31,77.0,50.66,18659.0,166438.28,55.0,7.57,1556.0,1724.0,0.991,34.0,70913.31,29.88,HEALTHY,Fast Mover
8442,1800 Silver Tequila,14.49,375mL,375,1,9.32,7245,PROXIMO SPIRITS INC.       ,PROXIMO SPIRITS INC.       ,4550.0,63983.5,2024-01-01,2024-12-31,70.0,12.47,4624.0,43095.68,53.0,7.1,768.0,842.0,0.984,68.0,20887.82,32.65,HEALTHY,Fast Mover
8444,Tres Agaves Blanco Tequila,23.99,750mL,750,1,17.38,8892,TRINCHERO FAMILY ESTATES   ,TRINCHERO FAMILY ESTATES   ,1297.0,32045.03,2024-01-02,2024-12-31,46.0,3.55,1322.0,22976.36,51.0,7.11,280.0,305.0,0.981,86.0,9068.67,28.3,HEALTHY,Fast Mover
8448,Cruzan Aged Dark Rum,10.99,750mL,750,1,7.51,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,7193.0,73330.07,2024-01-01,2024-12-31,79.0,19.71,7266.0,54567.66,51.0,7.62,914.0,987.0,0.99,50.0,18762.41,25.59,HEALTHY,Fast Mover
8450,E & J Brandy VS,18.99,1750mL,1750,1,13.86,3252,E & J GALLO WINERY         ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8451,Cruzan Aged Dark Rum,16.99,1750mL,1750,1,12.59,12546,JIM BEAM BRANDS COMPANY    ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8452,Cruzan Aged Light Rum,16.99,1750mL,1750,1,12.68,12546,JIM BEAM BRANDS COMPANY    ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
8454,Tres Agaves Anejo Tequila,32.99,750mL,750,1,24.8,8892,TRINCHERO FAMILY ESTATES   ,TRINCHERO FAMILY ESTATES   ,713.0,23879.870000000003,2024-01-02,2024-12-31,40.0,1.95,841.0,20856.800000000003,49.0,7.18,144.0,272.0,0.848,139.0,3023.07,12.66,HEALTHY,Regular
8455,R Mondavi Fume Bl Napa Vly,16.99,750mL,750,2,10.88,1392,CONSTELLATION BRANDS INC   ,CONSTELLATION BRANDS INC   ,2882.0,44623.18,2024-01-01,2024-12-31,49.0,7.9,4005.0,43574.4,53.0,7.45,717.0,1840.0,0.72,233.0,1048.78,2.35,HEALTHY,Regular
8458,Agave Underground Tequila,39.99,750mL,750,1,26.27,10754,PERFECTA WINES             ,PERFECTA WINES             ,705.0,24975.95,2024-01-01,2024-12-29,42.0,1.93,756.0,19860.12,48.0,7.23,220.0,271.0,0.933,140.0,5115.83,20.48,HEALTHY,Fast Mover
8460,Berentzen Icemint Schnapps,15.99,750mL,750,1,12.49,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,10.0,159.9,2024-01-29,2024-02-20,2.0,0.03,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,159.9,100.0,OUT OF STOCK,End of Life
8462,Frangelico Hazelnut Liqueur,24.99,750mL,750,1,15.82,11567,CAMPARI AMERICA            ,CAMPARI AMERICA            ,10783.0,247420.16999999998,2024-01-01,2024-12-31,80.0,29.54,10822.0,171204.04,54.0,7.36,1653.0,1692.0,0.996,57.0,76216.13,30.8,HEALTHY,Fast Mover
8464,Ch de Montfort Vouvray,15.99,750mL,750,2,10.66,6785,PALM BAY INTERNATIONAL INC ,PALM BAY INTERNATIONAL INC ,1967.0,30814.33,2024-01-01,2024-12-31,51.0,5.39,2069.0,22055.54,47.0,7.71,604.0,706.0,0.951,131.0,8758.79,28.42,HEALTHY,Fast Mover
8467,Capt Morgan White Coconut,0.99,50mL,50,1,0.73,3960,DIAGEO NORTH AMERICA INC   ,DIAGEO NORTH AMERICA INC   ,1002.0,991.98,2024-01-01,2024-12-20,28.0,2.75,344.0,251.12,3.0,7.09,702.0,44.0,2.913,16.0,740.86,74.68,MONITOR,Fast Mover
8469,1800 Reposado Gold Tequila,21.99,750mL,750,1,16.29,7245,PROXIMO SPIRITS INC.       ,PROXIMO SPIRITS INC.       ,7975.0,195273.25,2024-01-01,2024-12-31,80.0,21.85,8189.0,133398.81,55.0,7.08,1198.0,1412.0,0.974,65.0,61874.44,31.69,HEALTHY,Fast Mover
