Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName_x,VendorName_y,AnnualDemand,AnnualRevenue,FirstSaleDate,LastSaleDate,StoreCount,AvgDailyDemand,UnitsPurchased,PurchaseCost,OrderCount,AvgLeadDays,OpeningStock,ClosingStock,StockTurnover,ClosingDaysCover,GrossProfit,ProfitMarginPct,ReorderSignal,Lifecycle
24454,Convento Las Claras 12 Tinto,22.99,750mL,750,2,14.28,9552,M S WALKER INC             ,M S WALKER INC             ,185.0,4065.1499999999996,2024-01-06,2024-12-23,10.0,0.51,37.0,528.36,4.0,7.43,186.0,38.0,5.0,75.0,3536.79,87.0,HEALTHY,Fast Mover
21788,LiDestri Bloody Mary,9.99,1500mL,1500,2,6.89,7153,PINE STATE TRADING CO      ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
19477,Esporao Verdelho Alentejo,15.99,750mL,750,2,10.45,90010,VINEXTRA INC               ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
36333,Colonnara Rosso Piceno,10.99,750mL,750,2,7.18,90024,VINILANDIA USA             ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
6543,Folonari Pinot Grigio Venez,8.99,750mL,750,2,5.84,9744,FREDERICK WILDMAN & SONS   ,FREDERICK WILDMAN & SONS   ,36.0,323.64,2024-03-09,2024-12-03,1.0,0.1,48.0,280.32,3.0,7.67,0.0,12.0,0.75,120.0,43.32,13.39,HEALTHY,Regular
10126,Creta Olympias Vin Crete Red,11.99,750mL,750,2,7.79,10754,PERFECTA WINES             ,PERFECTA WINES             ,12.0,143.88,2024-02-27,2024-03-26,1.0,0.03,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,143.88,100.0,OUT OF STOCK,End of Life
4239,Pampero Ron Anejo Aniversari,21.99,750mL,750,1,15.14,3960,DIAGEO NORTH AMERICA INC   ,DIAGEO NORTH AMERICA INC   ,2170.0,46848.299999999996,2024-01-01,2024-12-31,47.0,5.95,2210.0,33459.4,48.0,7.31,236.0,276.0,0.982,46.0,13388.9,28.58,HEALTHY,Fast Mover
6373,Marcus James Chard Mendoza,4.99,750mL,750,2,3.44,1392,CONSTELLATION BRANDS INC   ,CONSTELLATION BRANDS INC   ,12.0,59.88,2024-01-29,2024-01-29,1.0,0.03,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,59.88,100.0,OUT OF STOCK,End of Life
22794,Kenwood Yulupa Cuvee Brut,2.99,187mL,187,2,1.94,17035,PERNOD RICARD USA          ,PERNOD RICARD USA          ,494.0,1477.0600000000002,2024-02-13,2024-12-22,5.0,1.35,525.0,1018.5,12.0,8.24,24.0,55.0,0.941,41.0,458.56,31.05,HEALTHY,Fast Mover
23615,Unparalleled Red Blend,19.99,750mL,750,2,13.24,9165,ULTRA BEVERAGE COMPANY LLP ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
6842,Delicious White P Vella B/B,13.99,5000mL,5000,2,9.39,3252,E & J GALLO WINERY         ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
26101,Placido Montepulciano D'Abr,12.99,1500mL,1500,2,8.72,516,BANFI PRODUCTS CORP        ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
46059,Tisdale Vyds Wh Znfdl Cal,3.99,750mL,750,2,2.64,3252,E & J GALLO WINERY         ,E & J GALLO WINERY         ,299.0,1193.01,2024-01-04,2024-12-27,4.0,0.82,288.0,760.3199999999999,12.0,8.14,24.0,13.0,1.038,16.0,432.69,36.27,MONITOR,Fast Mover
8923,Taylor Lake Country Wh,7.99,3000mL,3000,2,5.26,1392,CONSTELLATION BRANDS INC   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
332,Sailor Jerry Spiced Navy Rum,19.99,1000mL,1000,1,15.26,3664,WILLIAM GRANT & SONS INC   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
6257,Carlo Rossi Blush Calif,14.99,4000mL,4000,2,9.86,3252,E & J GALLO WINERY         ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
452,Hiram Walker Peppermint Schn,8.79,1000mL,1000,1,6.81,17035,PERNOD RICARD USA          ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
11744,Parducci Sustainable Red,12.99,750mL,750,2,6.53,9552,M S WALKER INC             ,M S WALKER INC             ,12.0,155.88,2024-01-22,2024-01-22,1.0,0.03,12.0,78.36,1.0,8.0,0.0,0.0,1.0,0.0,77.52,49.73,OUT OF STOCK,End of Life
24252,Barefoot Summer Red Spritzer,7.99,250mL 4 Pk,250,2,5.4,3252,E & J GALLO WINERY         ,E & J GALLO WINERY         ,46.0,367.54,2024-05-28,2024-12-30,4.0,0.13,57.0,307.79999999999995,8.0,6.5,0.0,11.0,0.807,85.0,59.74,16.25,HEALTHY,Regular
18359,Domaine de la Damase Rhone,14.99,750mL,750,2,9.73,1650,Circa Wines                ,Circa Wines                ,72.0,1043.28,2024-03-22,2024-12-02,1.0,0.2,96.0,934.08,7.0,6.29,0.0,24.0,0.75,120.0,109.2,10.47,HEALTHY,Regular
43747,Terra D'Oro Pnt Grigio,12.99,750mL,750,2,7.89,8892,TRINCHERO FAMILY ESTATES   ,TRINCHERO FAMILY ESTATES   ,156.0,1870.44,2024-01-09,2024-12-23,3.0,0.43,168.0,1325.52,9.0,7.44,0.0,12.0,0.929,28.0,544.92,29.13,MONITOR,Fast Mover
46904,Banyan Gewurz Monterey,13.99,750mL,750,2,9.26,1650,Circa Wines                ,Circa Wines                ,4.0,55.96,2024-09-07,2024-12-24,1.0,0.01,24.0,222.24,1.0,7.0,0.0,20.0,0.167,2000.0,-166.28,-297.14,HEALTHY,Regular
13131,Salmon Creek Wh Znfdl Cal,10.99,1500mL,1500,2,7.48,9552,M S WALKER INC             ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
22556,Piccini Chianti,11.99,750mL,750,2,7.94,9552,M S WALKER INC             ,M S WALKER INC             ,12.0,155.88,2024-01-13,2024-01-13,1.0,0.03,12.0,95.28,1.0,11.0,0.0,0.0,1.0,0.0,60.6,38.88,OUT OF STOCK,End of Life
39346,Salmon Creek Wh Znfdl Cal,4.99,750mL,750,2,3.44,9552,M S WALKER INC             ,M S WALKER INC             ,45.0,224.55,2024-01-13,2024-12-15,2.0,0.12,60.0,206.4,4.0,9.5,0.0,15.0,0.75,125.0,18.15,8.08,HEALTHY,Regular
24527,Scott Family Est Chard Arroy,19.99,750mL,750,2,13.07,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,141.0,2818.5899999999997,2024-01-02,2024-12-23,8.0,0.39,55.0,718.85,4.0,9.2,98.0,12.0,2.564,31.0,2099.74,74.5,HEALTHY,Fast Mover
24528,Scott Family Est Pnt Nr Arro,23.99,750mL,750,2,16.43,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,178.0,4270.22,2024-01-01,2024-12-29,8.0,0.49,68.0,1117.24,3.0,9.2,115.0,5.0,2.618,10.0,3152.98,73.84,REORDER NOW,Fast Mover
24529,Joseph Drouhin Mersault,55.99,750mL,750,2,38.35,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,31.0,1735.69,2024-01-06,2024-12-31,8.0,0.08,86.0,3298.1,2.0,9.5,28.0,83.0,0.36,1038.0,-1562.41,-90.02,HEALTHY,Regular
24530,Joseph Drouhin Puligny-Montr,66.99,750mL,750,2,44.96,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,29.0,1874.71,2024-01-22,2024-12-30,8.0,0.08,73.0,3282.08,2.0,6.57,21.0,65.0,0.397,812.0,-1407.37,-75.07,HEALTHY,Regular
24531,Joseph Drouhin Cote de Beaun,25.99,750mL,750,2,17.1,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,65.0,1689.35,2024-01-10,2024-10-05,7.0,0.18,3.0,51.300000000000004,1.0,11.0,79.0,17.0,21.667,94.0,1638.05,96.96,HEALTHY,Fast Mover
24532,Joseph Drouhin Cote de Nuits,28.99,750mL,750,2,19.2,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,57.0,1619.4299999999998,2024-01-22,2024-12-31,6.0,0.16,62.0,1190.4,2.0,5.83,22.0,27.0,0.919,169.0,429.03,26.49,HEALTHY,Fast Mover
24533,Joseph Drouhin Santenay Red,29.99,750mL,750,2,19.47,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,20.0,599.8,2024-01-15,2024-12-23,4.0,0.05,0.0,0.0,0.0,0.0,26.0,6.0,,120.0,599.8,100.0,HEALTHY,Regular
24534,Joseph Drouhin Nuits St Geo,67.99,750mL,750,2,44.44,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,27.0,1829.7299999999998,2024-01-24,2024-12-24,4.0,0.07,60.0,2666.3999999999996,1.0,5.4,41.0,74.0,0.45,1057.0,-836.67,-45.73,HEALTHY,Regular
34473,Carlo Rossi Chianti Cal,14.99,4000mL,4000,2,10.27,3252,E & J GALLO WINERY         ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
38102,Canyon Oaks Cab Svgn Cal,5.99,750mL,750,2,3.86,10754,PERFECTA WINES             ,PERFECTA WINES             ,337.0,2018.6299999999999,2024-01-02,2024-12-16,8.0,0.92,372.0,1435.92,16.0,6.76,11.0,46.0,0.906,50.0,582.71,28.87,HEALTHY,Fast Mover
35864,Stella Pinot Grigio Umbria,10.99,1500mL,1500,2,7.28,2000,SOUTHERN WINE & SPIRITS NE ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
38318,Portillo Malbec,8.99,750mL,750,2,6.2,6785,PALM BAY INTERNATIONAL INC ,PALM BAY INTERNATIONAL INC ,12.0,107.88,2024-01-09,2024-01-09,1.0,0.03,12.0,74.4,1.0,11.0,0.0,0.0,1.0,0.0,33.48,31.03,OUT OF STOCK,End of Life
14808,Ninety+Cellars Lot 21 Fusion,10.99,750mL,750,2,7.18,4950,LATITUDE BEVERAGE COMPANY  ,LATITUDE BEVERAGE COMPANY  ,7.0,76.93,2024-09-05,2024-11-19,1.0,0.02,24.0,172.32,1.0,5.0,0.0,17.0,0.292,850.0,-95.39,-124.0,HEALTHY,Regular
23430,Ninety+Cellars Lot 118 Svgn,12.99,750mL,750,2,8.6,4950,LATITUDE BEVERAGE COMPANY  ,LATITUDE BEVERAGE COMPANY  ,3.0,38.97,2024-09-03,2024-11-22,1.0,0.01,12.0,103.2,1.0,5.0,0.0,9.0,0.25,900.0,-64.23,-164.82,HEALTHY,Regular
23975,Ninety+Cellars Lot 123 Chard,13.99,750mL,750,2,9.08,4950,LATITUDE BEVERAGE COMPANY  ,LATITUDE BEVERAGE COMPANY  ,17.0,237.83,2024-08-20,2024-12-17,1.0,0.05,36.0,326.88,2.0,5.5,0.0,19.0,0.472,380.0,-89.05,-37.44,HEALTHY,Regular
24237,Ironside Red Blend,14.99,750mL,750,2,10.06,4950,LATITUDE BEVERAGE COMPANY  ,LATITUDE BEVERAGE COMPANY  ,23.0,344.77,2024-04-08,2024-12-23,2.0,0.06,48.0,482.88,2.0,7.0,0.0,25.0,0.479,417.0,-138.11,-40.06,HEALTHY,Regular
19285,The Curator Red,9.99,750mL,750,2,6.89,90024,VINILANDIA USA             ,VINILANDIA USA             ,36.0,359.64,2024-04-15,2024-07-14,2.0,0.1,36.0,248.04000000000002,3.0,8.67,0.0,0.0,1.0,0.0,111.6,31.03,OUT OF STOCK,End of Life
23202,Truvee Chard,12.99,750mL,750,2,6.75,1590,DIAGEO CHATEAU ESTATE WINES,DIAGEO CHATEAU ESTATE WINES,171.0,1783.29,2024-01-23,2024-12-30,13.0,0.47,209.0,1410.75,15.0,7.61,84.0,122.0,0.818,260.0,372.54,20.89,HEALTHY,Regular
23203,Truvee Red,12.99,750mL,750,2,6.8,1590,DIAGEO CHATEAU ESTATE WINES,DIAGEO CHATEAU ESTATE WINES,149.0,1563.51,2024-01-02,2024-12-31,11.0,0.41,197.0,1339.6,14.0,7.94,66.0,114.0,0.756,278.0,223.91,14.32,HEALTHY,Regular
23892,Line 39 Pnt Grigio,9.99,750mL,750,2,5.44,7153,PINE STATE TRADING CO      ,PINE STATE TRADING CO      ,12.0,135.88,2024-03-23,2024-07-13,1.0,0.03,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,135.88,100.0,OUT OF STOCK,End of Life
3196,Absolut Orient Apple Vodka,19.99,750mL,750,1,14.81,17035,PERNOD RICARD USA          ,PERNOD RICARD USA          ,6.0,119.94,2024-01-20,2024-03-30,2.0,0.02,1.0,14.81,1.0,12.0,5.0,0.0,6.0,0.0,105.13,87.65,OUT OF STOCK,End of Life
14389,Cedar Knoll Vyd Cab Svgn Npa,39.99,750mL,750,2,25.8,9552,M S WALKER INC             ,M S WALKER INC             ,27.0,1079.73,2024-01-14,2024-12-24,3.0,0.07,0.0,0.0,0.0,0.0,45.0,18.0,,257.0,1079.73,100.0,HEALTHY,Regular
4210,Calico Jack Coconut Rum,9.99,750mL,750,1,7.99,12546,JIM BEAM BRANDS COMPANY    ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
3920,El Conquistador Anejo,35.99,750mL,750,1,27.47,3924,HEAVEN HILL DISTILLERIES   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
24554,Merieau L'Arpent des Vaudons,12.99,750mL,750,2,8.66,9552,M S WALKER INC             ,M S WALKER INC             ,129.0,1675.71,2024-01-02,2024-12-31,13.0,0.35,31.0,268.46,4.0,8.17,151.0,53.0,4.161,151.0,1407.25,83.98,HEALTHY,Fast Mover
24557,Dom La Fage Tess Carignan VV,12.99,750mL,750,2,8.78,9552,M S WALKER INC             ,M S WALKER INC             ,112.0,1454.8799999999999,2024-01-02,2024-12-31,11.0,0.31,89.0,781.42,8.0,8.38,48.0,0.0,1.258,0.0,673.46,46.29,OUT OF STOCK,Fast Mover
24558,Dom La Fage Cve Nicholas VdP,12.99,750mL,750,2,7.43,9552,M S WALKER INC             ,M S WALKER INC             ,575.0,5366.85,2024-01-02,2024-08-25,19.0,1.58,421.0,3128.0299999999997,17.0,8.52,159.0,0.0,1.366,0.0,2238.82,41.72,OUT OF STOCK,End of Life
24560,Dom La Fage Tessellae CdRous,12.99,750mL,750,2,8.6,9552,M S WALKER INC             ,M S WALKER INC             ,1371.0,15565.29,2024-01-08,2024-12-31,30.0,3.76,1629.0,14009.4,44.0,8.02,16.0,0.0,0.842,0.0,1555.89,10.0,OUT OF STOCK,Regular
13796,Peter Paul Pnt Nr Mill Sta,34.99,750mL,750,2,22.87,10754,PERFECTA WINES             ,PERFECTA WINES             ,15.0,524.85,2024-09-23,2024-12-19,2.0,0.04,36.0,823.3199999999999,2.0,8.5,0.0,21.0,0.417,525.0,-298.47,-56.87,HEALTHY,Regular
11640,F Coppola Emerald Pnt Grigio,9.99,750mL,750,2,6.49,2000,SOUTHERN WINE & SPIRITS NE ,SOUTHERN WINE & SPIRITS NE ,2129.0,28519.71,2024-01-24,2024-12-31,31.0,5.83,2384.0,15472.16,42.0,7.7,11.0,266.0,0.893,46.0,13047.55,45.75,HEALTHY,Regular
176,Seagrams Twisted Lime Gin,16.99,1750mL,1750,1,13.59,17035,PERNOD RICARD USA          ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
21745,Errazuriz Max Rsva Chard,5.99,750mL,750,2,4.02,4425,MARTIGNETTI COMPANIES,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
21746,Errazuriz Max Rsva Svgn Blnc,5.99,750mL,750,2,3.99,4425,MARTIGNETTI COMPANIES,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
21747,Errazuriz Max Rsva Pnt Nr,5.99,750mL,750,2,4.07,4425,MARTIGNETTI COMPANIES,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
24526,Snowden Cab Svgn The Ranch,48.99,750mL,750,2,33.33,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,34.0,1665.66,2024-01-08,2024-11-08,6.0,0.09,0.0,0.0,0.0,0.0,45.0,11.0,,122.0,1665.66,100.0,HEALTHY,Regular
24555,Claude Riffault Chass Sancer,26.99,750mL,750,2,18.24,9552,M S WALKER INC             ,M S WALKER INC             ,33.0,890.67,2024-01-09,2024-07-27,4.0,0.09,11.0,200.64000000000001,2.0,11.0,22.0,0.0,3.0,0.0,690.03,77.47,OUT OF STOCK,End of Life
24556,Mas Alta Black Slate Priorat,16.99,750mL,750,2,11.64,9552,M S WALKER INC             ,M S WALKER INC             ,36.0,611.64,2024-01-08,2024-05-26,3.0,0.1,12.0,139.68,1.0,9.0,24.0,0.0,3.0,0.0,471.96,77.16,OUT OF STOCK,End of Life
24559,Dom Janasse Terre d'Argile,19.99,750mL,750,2,13.42,9552,M S WALKER INC             ,M S WALKER INC             ,51.0,1019.4899999999999,2024-01-15,2024-12-04,6.0,0.14,1.0,13.42,1.0,9.0,50.0,0.0,51.0,0.0,1006.07,98.68,OUT OF STOCK,Fast Mover
24561,Ch St-Roch Chimeres CdRoussi,15.99,750mL,750,2,10.32,9552,M S WALKER INC             ,M S WALKER INC             ,46.0,735.54,2024-02-02,2024-12-22,3.0,0.13,60.0,619.2,4.0,9.25,9.0,23.0,0.767,177.0,116.34,15.82,HEALTHY,Regular
45577,Pacifico Sur Chard Curico,5.29,750mL,750,2,2.8,90017,THE IMPORTED GRAPE LLC     ,THE IMPORTED GRAPE LLC     ,69.0,503.01,2024-02-17,2024-12-07,1.0,0.19,72.0,201.6,5.0,7.6,0.0,3.0,0.958,16.0,301.41,59.92,MONITOR,Fast Mover
14919,Broadbent Malbec Mendoza,13.99,1000mL,1000,2,9.03,90024,VINILANDIA USA             ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
17512,Caballero la Cepa Rsv Malbec,14.99,750mL,750,2,10.2,90024,VINILANDIA USA             ,VINILANDIA USA             ,3.0,47.97,2024-01-09,2024-01-22,1.0,0.01,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,47.97,100.0,OUT OF STOCK,End of Life
24553,Ch Lassegue 2/05-09-10 6 Pak,467.99,750mL 6 Pk,750,2,301.93,9552,M S WALKER INC             ,,0.0,0.0,,,0.0,0.0,1.0,301.93,1.0,7.0,0.0,1.0,0.0,,-301.93,,NO SALES DATA,Dead Product
17433,Vino Pnt Grigio,11.99,750mL,750,2,7.79,10754,PERFECTA WINES             ,PERFECTA WINES             ,1160.0,13264.4,2024-01-28,2024-12-31,29.0,3.18,1460.0,11373.4,43.0,6.61,0.0,300.0,0.795,94.0,1891.0,14.26,HEALTHY,Regular
1727,West Cork Irish Whiskey,24.99,750mL,750,1,17.05,9552,M S WALKER INC             ,M S WALKER INC             ,2698.0,59329.02,2024-01-01,2024-12-31,72.0,7.39,3085.0,52599.25,53.0,8.22,429.0,816.0,0.875,110.0,6729.77,11.34,HEALTHY,Regular
2906,Usquaebach Old Rare Whisky,109.99,750mL,750,1,72.99,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,556.0,55884.439999999995,2024-01-01,2024-12-30,61.0,1.52,656.0,47881.44,40.0,8.4,226.0,326.0,0.848,214.0,8003.0,14.32,HEALTHY,Regular
4290,Bacardi Tangerine Rum,13.99,750mL,750,1,7.87,480,BACARDI USA INC            ,BACARDI USA INC            ,1063.0,11563.37,2024-01-01,2024-12-22,38.0,2.91,611.0,4808.57,23.0,8.65,456.0,4.0,1.74,1.0,6754.8,58.42,REORDER NOW,Fast Mover
4833,Plantation Original Dark Rum,17.99,750mL,750,1,10.78,9552,M S WALKER INC             ,M S WALKER INC             ,1319.0,19081.81,2024-01-01,2024-08-26,39.0,3.61,1066.0,11491.480000000001,27.0,8.42,259.0,6.0,1.237,2.0,7590.33,39.78,REORDER NOW,End of Life
5148,St Brendans Irish Cream,24.99,1750mL,1750,1,14.17,8352,LUXCO INC                  ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
6102,Midnight Moon Peach,23.99,750mL,750,1,14.38,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,422.0,7850.78,2024-01-01,2024-08-04,37.0,1.16,192.0,2760.96,15.0,9.23,230.0,0.0,2.198,0.0,5089.82,64.83,OUT OF STOCK,End of Life
45185,Scagliola Moscato D'Asti Prm,13.99,750mL,750,2,9.08,90024,VINILANDIA USA             ,VINILANDIA USA             ,95.0,1519.05,2024-01-07,2024-12-14,8.0,0.26,126.0,1144.08,10.0,7.73,12.0,43.0,0.754,165.0,374.97,24.68,HEALTHY,Regular
5073,DeKuyper O3 Orange Liqueur,19.99,750mL,750,1,15.38,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,10.0,199.89999999999998,2024-06-28,2024-09-06,2.0,0.03,10.0,153.8,1.0,10.0,0.0,0.0,1.0,0.0,46.1,23.06,OUT OF STOCK,Fast Mover
765,Vincent Van Gogh Dutch Choc,27.99,750mL,750,1,20.58,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,50.0,1399.5,2024-02-19,2024-12-26,4.0,0.14,70.0,1440.6,10.0,7.8,0.0,20.0,0.714,143.0,-41.1,-2.94,HEALTHY,Regular
14410,Liberty Crk Vyd Pnt Grigio,7.99,1500mL,1500,2,5.26,3252,E & J GALLO WINERY         ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
10054,Rozes White RSV Porto,18.99,750mL,750,2,12.49,1601,VRANKEN AMERICA            ,VRANKEN AMERICA            ,47.0,892.53,2024-02-01,2024-12-10,5.0,0.13,36.0,449.64,4.0,8.25,16.0,5.0,1.306,38.0,442.89,49.62,HEALTHY,Fast Mover
4348,Myers Platinum Rum,15.49,1750mL,1750,1,11.65,3960,DIAGEO NORTH AMERICA INC   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
4042,Bacardi Dragon Berry,0.99,50mL,50,1,0.72,480,BACARDI USA INC            ,BACARDI USA INC            ,3236.0,3203.64,2024-01-01,2024-12-31,66.0,8.87,233.0,167.76,7.0,8.35,3140.0,137.0,13.888,15.0,3035.88,94.76,MONITOR,Fast Mover
39988,F Coppola Diamond Svgn Blanc,15.99,750mL,750,2,10.95,2000,SOUTHERN WINE & SPIRITS NE ,SOUTHERN WINE & SPIRITS NE ,14.0,223.86,2024-01-07,2024-11-22,1.0,0.04,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,223.86,100.0,OUT OF STOCK,Regular
18173,Seven Falls Chard,10.99,750mL,750,2,7.18,8673,STE MICHELLE WINE ESTATES  ,STE MICHELLE WINE ESTATES  ,93.0,1022.07,2024-01-16,2024-12-22,4.0,0.25,132.0,947.76,8.0,7.78,0.0,39.0,0.705,156.0,74.31,7.27,HEALTHY,Regular
21599,Candoni Organic Pnt Grigio,12.49,750mL,750,2,8.11,2000,SOUTHERN WINE & SPIRITS NE ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
7215,Lancers Rose,5.99,750mL,750,2,3.97,6785,PALM BAY INTERNATIONAL INC ,PALM BAY INTERNATIONAL INC ,415.0,2485.85,2024-01-04,2024-12-31,7.0,1.14,422.0,1675.34,25.0,8.16,24.0,31.0,0.983,27.0,810.51,32.6,MONITOR,Fast Mover
4379,Bacardi Coconut,0.99,50mL,50,1,0.73,480,BACARDI USA INC            ,BACARDI USA INC            ,5811.0,5752.89,2024-01-01,2024-12-31,71.0,15.92,170.0,124.1,7.0,8.56,6144.0,503.0,34.182,32.0,5628.79,97.84,HEALTHY,Fast Mover
39774,Merriam Cab Svgn Dry Creek,29.99,750mL,750,2,18.11,10754,PERFECTA WINES             ,PERFECTA WINES             ,518.0,14383.82,2024-01-02,2024-12-31,17.0,1.42,586.0,10612.46,28.0,7.64,139.0,207.0,0.884,146.0,3771.36,26.22,HEALTHY,Regular
18089,Cavit Moscato,14.99,1500mL,1500,2,8.61,6785,PALM BAY INTERNATIONAL INC ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
4160,Bacardi Gran Reserva Maestro,24.99,750mL,750,1,15.5,480,BACARDI USA INC            ,BACARDI USA INC            ,564.0,12064.359999999999,2024-01-01,2024-12-31,13.0,1.55,81.0,1255.5,6.0,7.86,580.0,97.0,6.963,63.0,10808.86,89.59,HEALTHY,Fast Mover
23101,Steelhead Red,9.99,750mL,750,2,6.53,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,163.0,1628.37,2024-01-02,2024-04-17,9.0,0.45,41.0,267.73,1.0,9.0,122.0,0.0,3.976,0.0,1360.64,83.56,OUT OF STOCK,End of Life
23173,Four Star Cab Svgn,13.99,750mL,750,2,9.45,10754,PERFECTA WINES             ,PERFECTA WINES             ,285.0,3987.15,2024-01-02,2024-03-19,14.0,0.78,33.0,311.85,1.0,10.0,252.0,0.0,8.636,0.0,3675.3,92.18,OUT OF STOCK,End of Life
23253,Summers Cab Svgn Rsv,19.99,750mL,750,2,13.07,653,STATE WINE & SPIRITS   ,STATE WINE & SPIRITS   ,3835.0,76661.65,2024-01-01,2024-12-31,36.0,10.51,2554.0,33380.78,26.0,7.92,1298.0,17.0,1.502,2.0,43280.87,56.46,REORDER NOW,Fast Mover
23354,Paul Dolan Deep Red 09 Mendo,15.99,750mL,750,2,10.88,9552,M S WALKER INC             ,M S WALKER INC             ,3464.0,69221.36,2024-01-29,2024-12-24,29.0,9.49,3474.0,37797.12,17.0,7.72,6.0,0.0,0.997,0.0,31424.24,45.4,OUT OF STOCK,Fast Mover
23380,Elvi Mati Rioja 11,9.99,750mL,750,2,6.57,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,21.0,209.79,2024-01-18,2024-11-04,2.0,0.06,0.0,0.0,0.0,0.0,21.0,0.0,,0.0,209.79,100.0,OUT OF STOCK,Regular
