Brand,Description,Size,YearMonth,UnitsSold,Revenue,UnitsReceived,PurchaseCost,SupplyGap,CoverRatio,PlanningStatus
63,Herradura Reposado Tequila,750mL,2024-02,204,7963.96,162.0,4934.5199999999995,-42.0,0.79,Under-Ordered
63,Herradura Reposado Tequila,750mL,2024-03,132,5806.68,138.0,4203.48,6.0,1.05,Well Balanced
63,Herradura Reposado Tequila,750mL,2024-04,241,9526.59,188.0,5726.48,-53.0,0.78,Under-Ordered
63,Herradura Reposado Tequila,750mL,2024-05,181,7872.1900000000005,276.0,8406.96,95.0,1.52,Over-Ordered
63,Herradura Reposado Tequila,750mL,2024-06,291,11346.09,275.0,8376.5,-16.0,0.95,Well Balanced
63,Herradura Reposado Tequila,750mL,2024-07,381,14855.19,380.0,11574.8,-1.0,1.0,Well Balanced
63,Herradura Reposado Tequila,750mL,2024-08,326,12710.74,382.0,11635.72,56.0,1.17,Well Balanced
63,Herradura Reposado Tequila,750mL,2024-09,219,9273.81,238.0,7249.48,19.0,1.09,Well Balanced
63,Herradura Reposado Tequila,750mL,2024-10,233,9179.67,208.0,6335.679999999999,-25.0,0.89,Well Balanced
63,Herradura Reposado Tequila,750mL,2024-11,179,7874.21,181.0,5513.26,2.0,1.01,Well Balanced
63,Herradura Reposado Tequila,750mL,2024-12,285,11262.150000000001,275.0,8376.5,-10.0,0.96,Well Balanced
70,Luxardo Amaretto di Saschira,750mL,2024-02,1,24.99,0.0,0.0,-1.0,0.0,No Replenishment
70,Luxardo Amaretto di Saschira,750mL,2024-03,4,99.96,1.0,13.96,-3.0,0.25,Under-Ordered
70,Luxardo Amaretto di Saschira,750mL,2024-04,1,24.99,0.0,0.0,-1.0,0.0,No Replenishment
70,Luxardo Amaretto di Saschira,750mL,2024-06,1,24.99,0.0,0.0,-1.0,0.0,No Replenishment
70,Luxardo Amaretto di Saschira,750mL,2024-07,2,49.98,2.0,27.92,0.0,1.0,Well Balanced
70,Luxardo Amaretto di Saschira,750mL,2024-08,4,99.96,0.0,0.0,-4.0,0.0,No Replenishment
70,Luxardo Amaretto di Saschira,750mL,2024-09,1,24.99,0.0,0.0,-1.0,0.0,No Replenishment
72,No. 3 London Dry Gin,750mL,2024-01,19,739.8100000000001,40.0,1044.4,21.0,2.11,Over-Ordered
72,No. 3 London Dry Gin,750mL,2024-02,44,1544.5600000000002,47.0,1227.17,3.0,1.07,Well Balanced
72,No. 3 London Dry Gin,750mL,2024-03,52,2079.48,41.0,1070.51,-11.0,0.79,Under-Ordered
72,No. 3 London Dry Gin,750mL,2024-04,23,919.77,6.0,156.66,-17.0,0.26,Under-Ordered
72,No. 3 London Dry Gin,750mL,2024-05,57,1999.43,59.0,1540.49,2.0,1.04,Well Balanced
72,No. 3 London Dry Gin,750mL,2024-06,50,1749.5,48.0,1253.28,-2.0,0.96,Well Balanced
72,No. 3 London Dry Gin,750mL,2024-07,60,2099.4,51.0,1331.61,-9.0,0.85,Well Balanced
72,No. 3 London Dry Gin,750mL,2024-08,44,1759.5600000000002,57.0,1488.27,13.0,1.3,Well Balanced
72,No. 3 London Dry Gin,750mL,2024-09,30,1199.7,30.0,783.3,0.0,1.0,Well Balanced
72,No. 3 London Dry Gin,750mL,2024-10,18,714.82,18.0,469.98,0.0,1.0,Well Balanced
72,No. 3 London Dry Gin,750mL,2024-11,32,1119.68,29.0,757.19,-3.0,0.91,Well Balanced
72,No. 3 London Dry Gin,750mL,2024-12,40,1399.6000000000001,31.0,809.41,-9.0,0.78,Under-Ordered
75,Three Olives Tomato Vodka,750mL,2024-01,2,29.98,0.0,0.0,-2.0,0.0,No Replenishment
75,Three Olives Tomato Vodka,750mL,2024-02,1,14.99,0.0,0.0,-1.0,0.0,No Replenishment
75,Three Olives Tomato Vodka,750mL,2024-03,1,14.99,0.0,0.0,-1.0,0.0,No Replenishment
75,Three Olives Tomato Vodka,750mL,2024-04,2,29.98,0.0,0.0,-2.0,0.0,No Replenishment
75,Three Olives Tomato Vodka,750mL,2024-05,3,44.97,10.0,109.4,7.0,3.33,Over-Ordered
75,Three Olives Tomato Vodka,750mL,2024-06,10,149.9,0.0,0.0,-10.0,0.0,No Replenishment
75,Three Olives Tomato Vodka,750mL,2024-12,2,29.98,0.0,0.0,-2.0,0.0,No Replenishment
77,Three Olives Espresso Vodka,750mL,2024-01,800,10490.0,1436.0,14920.04,636.0,1.8,Over-Ordered
77,Three Olives Espresso Vodka,750mL,2024-02,875,11380.25,1210.0,12571.9,335.0,1.38,Well Balanced
77,Three Olives Espresso Vodka,750mL,2024-03,781,11707.19,603.0,6265.17,-178.0,0.77,Under-Ordered
77,Three Olives Espresso Vodka,750mL,2024-04,702,10522.98,512.0,5319.68,-190.0,0.73,Under-Ordered
77,Three Olives Espresso Vodka,750mL,2024-05,770,10036.3,623.0,6472.97,-147.0,0.81,Well Balanced
77,Three Olives Espresso Vodka,750mL,2024-06,777,10093.23,745.0,7740.55,-32.0,0.96,Well Balanced
77,Three Olives Espresso Vodka,750mL,2024-07,1015,13184.85,830.0,8623.7,-185.0,0.82,Well Balanced
77,Three Olives Espresso Vodka,750mL,2024-08,859,11158.41,844.0,8769.16,-15.0,0.98,Well Balanced
77,Three Olives Espresso Vodka,750mL,2024-09,805,11660.95,705.0,7324.950000000001,-100.0,0.88,Well Balanced
77,Three Olives Espresso Vodka,750mL,2024-10,750,11210.5,661.0,6867.79,-89.0,0.88,Well Balanced
77,Three Olives Espresso Vodka,750mL,2024-11,1043,13548.57,1135.0,11792.650000000001,92.0,1.09,Well Balanced
77,Three Olives Espresso Vodka,750mL,2024-12,1252,18423.48,1628.0,16914.920000000002,376.0,1.3,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-01,363,5441.37,376.0,3617.12,13.0,1.04,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-02,403,6040.97,464.0,4463.68,61.0,1.15,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-03,355,5321.45,364.0,3501.68,9.0,1.03,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-04,588,7768.12,459.0,4415.58,-129.0,0.78,Under-Ordered
79,Three Olives Loopy Vodka,750mL,2024-05,619,8040.81,688.0,6618.5599999999995,69.0,1.11,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-06,584,7586.16,673.0,6474.26,89.0,1.15,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-07,715,9287.85,678.0,6522.36,-37.0,0.95,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-08,574,7456.26,661.0,6358.82,87.0,1.15,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-09,431,6180.69,364.0,3501.68,-67.0,0.84,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-10,326,4886.74,300.0,2886.0,-26.0,0.92,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-11,276,4137.24,391.0,3761.42,115.0,1.42,Well Balanced
79,Three Olives Loopy Vodka,750mL,2024-12,452,6775.4800000000005,361.0,3472.8199999999997,-91.0,0.8,Well Balanced
82,Hundred Acre Ark Vy Cab Svgn,750mL,2024-01,3,1124.97,0.0,0.0,-3.0,0.0,No Replenishment
82,Hundred Acre Ark Vy Cab Svgn,750mL,2024-03,3,1124.97,3.0,745.02,0.0,1.0,Well Balanced
82,Hundred Acre Ark Vy Cab Svgn,750mL,2024-05,4,1499.96,0.0,0.0,-4.0,0.0,No Replenishment
82,Hundred Acre Ark Vy Cab Svgn,750mL,2024-07,5,1874.95,3.0,745.02,-2.0,0.6,Under-Ordered
82,Hundred Acre Ark Vy Cab Svgn,750mL,2024-08,3,1124.97,0.0,0.0,-3.0,0.0,No Replenishment
82,Hundred Acre Ark Vy Cab Svgn,750mL,2024-09,1,374.99,0.0,0.0,-1.0,0.0,No Replenishment
82,Hundred Acre Ark Vy Cab Svgn,750mL,2024-11,4,1499.96,0.0,0.0,-4.0,0.0,No Replenishment
82,Hundred Acre Ark Vy Cab Svgn,750mL,2024-12,10,3749.9,3.0,745.02,-7.0,0.3,Under-Ordered
86,Don Julio Real Tequila,750mL,2024-01,1,299.99,0.0,0.0,-1.0,0.0,No Replenishment
86,Don Julio Real Tequila,750mL,2024-02,2,599.98,0.0,0.0,-2.0,0.0,No Replenishment
86,Don Julio Real Tequila,750mL,2024-06,2,599.98,0.0,0.0,-2.0,0.0,No Replenishment
86,Don Julio Real Tequila,750mL,2024-07,3,899.97,2.0,472.42,-1.0,0.67,Under-Ordered
86,Don Julio Real Tequila,750mL,2024-08,3,899.97,2.0,472.42,-1.0,0.67,Under-Ordered
86,Don Julio Real Tequila,750mL,2024-11,4,1199.96,3.0,708.63,-1.0,0.75,Under-Ordered
86,Don Julio Real Tequila,750mL,2024-12,3,899.97,0.0,0.0,-3.0,0.0,No Replenishment
97,Smirnoff Passion Fruit Vodka,Liter,2024-02,2,28.98,0.0,0.0,-2.0,0.0,No Replenishment
97,Smirnoff Passion Fruit Vodka,Liter,2024-03,3,43.47,0.0,0.0,-3.0,0.0,No Replenishment
97,Smirnoff Passion Fruit Vodka,Liter,2024-04,2,28.98,0.0,0.0,-2.0,0.0,No Replenishment
97,Smirnoff Passion Fruit Vodka,Liter,2024-05,8,115.92,0.0,0.0,-8.0,0.0,No Replenishment
97,Smirnoff Passion Fruit Vodka,Liter,2024-07,4,57.96,0.0,0.0,-4.0,0.0,No Replenishment
97,Smirnoff Passion Fruit Vodka,Liter,2024-08,12,173.88,0.0,0.0,-12.0,0.0,No Replenishment
97,Smirnoff Passion Fruit Vodka,Liter,2024-10,1,14.49,0.0,0.0,-1.0,0.0,No Replenishment
98,Smirnoff Grape Vodka,Liter,2024-02,1,14.49,0.0,0.0,-1.0,0.0,No Replenishment
98,Smirnoff Grape Vodka,Liter,2024-04,5,72.45,0.0,0.0,-5.0,0.0,No Replenishment
98,Smirnoff Grape Vodka,Liter,2024-05,4,57.96,0.0,0.0,-4.0,0.0,No Replenishment
100,Chivas Royal Salute,750mL,2024-01,7,1119.93,18.0,2165.2200000000003,11.0,2.57,Over-Ordered
100,Chivas Royal Salute,750mL,2024-02,11,1759.89,6.0,721.74,-5.0,0.55,Under-Ordered
100,Chivas Royal Salute,750mL,2024-03,5,799.95,6.0,721.74,1.0,1.2,Well Balanced
100,Chivas Royal Salute,750mL,2024-04,15,2399.8500000000004,12.0,1443.48,-3.0,0.8,Well Balanced
100,Chivas Royal Salute,750mL,2024-05,7,1119.93,3.0,360.87,-4.0,0.43,Under-Ordered
100,Chivas Royal Salute,750mL,2024-06,19,3039.8100000000004,23.0,2766.67,4.0,1.21,Well Balanced
100,Chivas Royal Salute,750mL,2024-07,17,2719.83,9.0,1082.6100000000001,-8.0,0.53,Under-Ordered
100,Chivas Royal Salute,750mL,2024-08,4,679.96,11.0,1323.19,7.0,2.75,Over-Ordered
100,Chivas Royal Salute,750mL,2024-09,7,1189.93,19.0,2285.51,12.0,2.71,Over-Ordered
100,Chivas Royal Salute,750mL,2024-10,7,1189.93,1.0,120.29,-6.0,0.14,Under-Ordered
100,Chivas Royal Salute,750mL,2024-11,12,2039.88,36.0,4330.4400000000005,24.0,3.0,Over-Ordered
100,Chivas Royal Salute,750mL,2024-12,13,2209.87,6.0,721.74,-7.0,0.46,Under-Ordered
104,Mr Boston Wild Cherry Brandy,Liter,2024-01,9,79.10999999999999,0.0,0.0,-9.0,0.0,No Replenishment
104,Mr Boston Wild Cherry Brandy,Liter,2024-02,21,184.58999999999997,15.0,96.30000000000001,-6.0,0.71,Under-Ordered
104,Mr Boston Wild Cherry Brandy,Liter,2024-03,15,131.85,24.0,154.08,9.0,1.6,Over-Ordered
104,Mr Boston Wild Cherry Brandy,Liter,2024-04,11,96.69,0.0,0.0,-11.0,0.0,No Replenishment
104,Mr Boston Wild Cherry Brandy,Liter,2024-05,9,79.10999999999999,12.0,77.04,3.0,1.33,Well Balanced
104,Mr Boston Wild Cherry Brandy,Liter,2024-06,8,70.32,0.0,0.0,-8.0,0.0,No Replenishment
104,Mr Boston Wild Cherry Brandy,Liter,2024-07,15,131.85,0.0,0.0,-15.0,0.0,No Replenishment
104,Mr Boston Wild Cherry Brandy,Liter,2024-08,10,87.89999999999999,12.0,77.04,2.0,1.2,Well Balanced
104,Mr Boston Wild Cherry Brandy,Liter,2024-09,24,210.95999999999998,6.0,38.52,-18.0,0.25,Under-Ordered
104,Mr Boston Wild Cherry Brandy,Liter,2024-10,20,175.8,36.0,231.12,16.0,1.8,Over-Ordered
104,Mr Boston Wild Cherry Brandy,Liter,2024-11,16,140.64,24.0,154.08,8.0,1.5,Well Balanced
104,Mr Boston Wild Cherry Brandy,Liter,2024-12,8,70.32,24.0,154.08,16.0,3.0,Over-Ordered
105,Mr Boston Butterscotch,Liter,2024-01,1,4.49,0.0,0.0,-1.0,0.0,No Replenishment
106,Mr Boston Peach Schnapps,Liter,2024-01,87,390.63,68.0,231.2,-19.0,0.78,Under-Ordered
106,Mr Boston Peach Schnapps,Liter,2024-02,66,296.34000000000003,92.0,312.79999999999995,26.0,1.39,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-03,76,341.24,46.0,156.39999999999998,-30.0,0.61,Under-Ordered
106,Mr Boston Peach Schnapps,Liter,2024-04,73,327.77,94.0,319.59999999999997,21.0,1.29,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-05,90,404.1,87.0,295.8,-3.0,0.97,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-06,129,579.21,121.0,411.4,-8.0,0.94,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-07,105,471.45,95.0,323.0,-10.0,0.9,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-08,89,399.61,83.0,282.2,-6.0,0.93,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-09,32,143.68,48.0,163.2,16.0,1.5,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-10,60,269.40000000000003,48.0,163.2,-12.0,0.8,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-11,57,255.93,46.0,156.39999999999998,-11.0,0.81,Well Balanced
106,Mr Boston Peach Schnapps,Liter,2024-12,75,336.75,111.0,377.4,36.0,1.48,Well Balanced
107,Mr Boston Melon Liqueur,Liter,2024-04,2,12.98,2.0,10.22,0.0,1.0,Well Balanced
107,Mr Boston Melon Liqueur,Liter,2024-06,6,38.94,24.0,122.64,18.0,4.0,Over-Ordered
107,Mr Boston Melon Liqueur,Liter,2024-07,13,84.37,12.0,61.32,-1.0,0.92,Well Balanced
107,Mr Boston Melon Liqueur,Liter,2024-08,6,38.94,0.0,0.0,-6.0,0.0,No Replenishment
107,Mr Boston Melon Liqueur,Liter,2024-09,4,25.96,12.0,61.32,8.0,3.0,Over-Ordered
107,Mr Boston Melon Liqueur,Liter,2024-10,4,25.96,0.0,0.0,-4.0,0.0,No Replenishment
107,Mr Boston Melon Liqueur,Liter,2024-11,6,34.74,0.0,0.0,-6.0,0.0,No Replenishment
107,Mr Boston Melon Liqueur,Liter,2024-12,2,11.58,0.0,0.0,-2.0,0.0,No Replenishment
108,Mr Boston Peppermint Schnaps,Liter,2024-01,10,64.9,24.0,114.48,14.0,2.4,Over-Ordered
108,Mr Boston Peppermint Schnaps,Liter,2024-02,6,38.94,0.0,0.0,-6.0,0.0,No Replenishment
108,Mr Boston Peppermint Schnaps,Liter,2024-03,5,32.45,0.0,0.0,-5.0,0.0,No Replenishment
108,Mr Boston Peppermint Schnaps,Liter,2024-05,2,12.98,0.0,0.0,-2.0,0.0,No Replenishment
108,Mr Boston Peppermint Schnaps,Liter,2024-06,3,19.47,12.0,57.24,9.0,4.0,Over-Ordered
108,Mr Boston Peppermint Schnaps,Liter,2024-07,12,77.88,0.0,0.0,-12.0,0.0,No Replenishment
108,Mr Boston Peppermint Schnaps,Liter,2024-08,4,25.96,23.0,109.71000000000001,19.0,5.75,Over-Ordered
108,Mr Boston Peppermint Schnaps,Liter,2024-09,5,32.45,0.0,0.0,-5.0,0.0,No Replenishment
108,Mr Boston Peppermint Schnaps,Liter,2024-11,11,71.39,0.0,0.0,-11.0,0.0,No Replenishment
108,Mr Boston Peppermint Schnaps,Liter,2024-12,15,97.35,24.0,114.48,9.0,1.6,Over-Ordered
109,Mr Boston Blue Curacao,Liter,2024-01,22,142.78,37.0,183.15,15.0,1.68,Over-Ordered
109,Mr Boston Blue Curacao,Liter,2024-02,18,116.82000000000001,10.0,49.5,-8.0,0.56,Under-Ordered
109,Mr Boston Blue Curacao,Liter,2024-03,25,162.25,37.0,183.15,12.0,1.48,Well Balanced
109,Mr Boston Blue Curacao,Liter,2024-04,29,188.21,33.0,163.35,4.0,1.14,Well Balanced
109,Mr Boston Blue Curacao,Liter,2024-05,52,337.48,36.0,178.2,-16.0,0.69,Under-Ordered
109,Mr Boston Blue Curacao,Liter,2024-06,54,350.46000000000004,94.0,465.3,40.0,1.74,Over-Ordered
109,Mr Boston Blue Curacao,Liter,2024-07,84,545.16,90.0,445.5,6.0,1.07,Well Balanced
109,Mr Boston Blue Curacao,Liter,2024-08,47,305.03000000000003,24.0,118.8,-23.0,0.51,Under-Ordered
109,Mr Boston Blue Curacao,Liter,2024-09,26,168.74,36.0,178.2,10.0,1.38,Well Balanced
109,Mr Boston Blue Curacao,Liter,2024-10,19,123.31,12.0,59.4,-7.0,0.63,Under-Ordered
109,Mr Boston Blue Curacao,Liter,2024-11,28,162.12,36.0,178.2,8.0,1.29,Well Balanced
109,Mr Boston Blue Curacao,Liter,2024-12,19,110.01,0.0,0.0,-19.0,0.0,No Replenishment
110,Mr Boston Creme de Menthe-Wh,Liter,2024-02,2,12.98,3.0,14.52,1.0,1.5,Well Balanced
110,Mr Boston Creme de Menthe-Wh,Liter,2024-03,2,12.98,0.0,0.0,-2.0,0.0,No Replenishment
110,Mr Boston Creme de Menthe-Wh,Liter,2024-05,1,6.49,3.0,14.52,2.0,3.0,Over-Ordered
110,Mr Boston Creme de Menthe-Wh,Liter,2024-06,8,51.92,20.0,96.8,12.0,2.5,Over-Ordered
110,Mr Boston Creme de Menthe-Wh,Liter,2024-07,8,51.92,12.0,58.08,4.0,1.5,Well Balanced
110,Mr Boston Creme de Menthe-Wh,Liter,2024-09,3,19.47,0.0,0.0,-3.0,0.0,No Replenishment
110,Mr Boston Creme de Menthe-Wh,Liter,2024-10,2,12.98,0.0,0.0,-2.0,0.0,No Replenishment
110,Mr Boston Creme de Menthe-Wh,Liter,2024-11,4,25.96,0.0,0.0,-4.0,0.0,No Replenishment
110,Mr Boston Creme de Menthe-Wh,Liter,2024-12,7,45.43,0.0,0.0,-7.0,0.0,No Replenishment
111,Mr Boston Creme de Menthe Gr,Liter,2024-01,8,51.92,12.0,56.4,4.0,1.5,Well Balanced
111,Mr Boston Creme de Menthe Gr,Liter,2024-02,11,71.39,12.0,56.4,1.0,1.09,Well Balanced
111,Mr Boston Creme de Menthe Gr,Liter,2024-03,19,123.31,23.0,108.1,4.0,1.21,Well Balanced
111,Mr Boston Creme de Menthe Gr,Liter,2024-04,4,25.96,11.0,51.7,7.0,2.75,Over-Ordered
111,Mr Boston Creme de Menthe Gr,Liter,2024-05,7,45.43,1.0,4.7,-6.0,0.14,Under-Ordered
111,Mr Boston Creme de Menthe Gr,Liter,2024-06,10,64.9,12.0,56.4,2.0,1.2,Well Balanced
111,Mr Boston Creme de Menthe Gr,Liter,2024-07,19,123.31,12.0,56.4,-7.0,0.63,Under-Ordered
111,Mr Boston Creme de Menthe Gr,Liter,2024-08,17,110.33000000000001,24.0,112.8,7.0,1.41,Well Balanced
111,Mr Boston Creme de Menthe Gr,Liter,2024-09,20,129.8,6.0,28.2,-14.0,0.3,Under-Ordered
111,Mr Boston Creme de Menthe Gr,Liter,2024-10,13,84.37,36.0,169.2,23.0,2.77,Over-Ordered
111,Mr Boston Creme de Menthe Gr,Liter,2024-11,16,103.84,0.0,0.0,-16.0,0.0,No Replenishment
111,Mr Boston Creme de Menthe Gr,Liter,2024-12,41,266.09000000000003,48.0,225.6,7.0,1.17,Well Balanced
112,Mr Boston Cr de Cacao White,Liter,2024-01,12,77.88000000000001,0.0,0.0,-12.0,0.0,No Replenishment
112,Mr Boston Cr de Cacao White,Liter,2024-02,17,110.33,36.0,169.2,19.0,2.12,Over-Ordered
112,Mr Boston Cr de Cacao White,Liter,2024-03,7,45.43,3.0,14.1,-4.0,0.43,Under-Ordered
112,Mr Boston Cr de Cacao White,Liter,2024-04,7,45.43,3.0,14.1,-4.0,0.43,Under-Ordered
112,Mr Boston Cr de Cacao White,Liter,2024-05,7,45.43,12.0,56.4,5.0,1.71,Over-Ordered
112,Mr Boston Cr de Cacao White,Liter,2024-06,16,103.84,30.0,141.0,14.0,1.88,Over-Ordered
112,Mr Boston Cr de Cacao White,Liter,2024-07,18,116.82000000000001,0.0,0.0,-18.0,0.0,No Replenishment
112,Mr Boston Cr de Cacao White,Liter,2024-08,10,64.9,12.0,56.4,2.0,1.2,Well Balanced
112,Mr Boston Cr de Cacao White,Liter,2024-09,15,97.35000000000001,32.0,150.4,17.0,2.13,Over-Ordered
112,Mr Boston Cr de Cacao White,Liter,2024-10,11,71.39,0.0,0.0,-11.0,0.0,No Replenishment
112,Mr Boston Cr de Cacao White,Liter,2024-11,24,155.76,36.0,169.2,12.0,1.5,Well Balanced
112,Mr Boston Cr de Cacao White,Liter,2024-12,50,324.5,65.0,305.5,15.0,1.3,Well Balanced
113,Mr Boston Cr de Cacao Brown,Liter,2024-01,8,51.92,1.0,4.84,-7.0,0.12,Under-Ordered
113,Mr Boston Cr de Cacao Brown,Liter,2024-02,11,71.39,11.0,53.24,0.0,1.0,Well Balanced
113,Mr Boston Cr de Cacao Brown,Liter,2024-03,13,84.37,12.0,58.08,-1.0,0.92,Well Balanced
113,Mr Boston Cr de Cacao Brown,Liter,2024-04,10,64.9,0.0,0.0,-10.0,0.0,No Replenishment
113,Mr Boston Cr de Cacao Brown,Liter,2024-05,9,58.410000000000004,15.0,72.6,6.0,1.67,Over-Ordered
113,Mr Boston Cr de Cacao Brown,Liter,2024-06,27,175.23,66.0,319.44,39.0,2.44,Over-Ordered
113,Mr Boston Cr de Cacao Brown,Liter,2024-07,19,123.31,12.0,58.08,-7.0,0.63,Under-Ordered
113,Mr Boston Cr de Cacao Brown,Liter,2024-08,10,64.9,0.0,0.0,-10.0,0.0,No Replenishment
113,Mr Boston Cr de Cacao Brown,Liter,2024-09,15,97.35,0.0,0.0,-15.0,0.0,No Replenishment
113,Mr Boston Cr de Cacao Brown,Liter,2024-10,10,64.9,12.0,58.08,2.0,1.2,Well Balanced
113,Mr Boston Cr de Cacao Brown,Liter,2024-11,19,123.31,24.0,116.16,5.0,1.26,Well Balanced
113,Mr Boston Cr de Cacao Brown,Liter,2024-12,31,201.19,13.0,62.92,-18.0,0.42,Under-Ordered
114,Mr Boston Creme de Banana,Liter,2024-01,22,142.78,12.0,61.32,-10.0,0.55,Under-Ordered
114,Mr Boston Creme de Banana,Liter,2024-02,26,168.74,27.0,137.97,1.0,1.04,Well Balanced
114,Mr Boston Creme de Banana,Liter,2024-03,26,168.74,15.0,76.65,-11.0,0.58,Under-Ordered
114,Mr Boston Creme de Banana,Liter,2024-04,22,142.78,12.0,61.32,-10.0,0.55,Under-Ordered
114,Mr Boston Creme de Banana,Liter,2024-05,20,129.8,18.0,91.98,-2.0,0.9,Well Balanced
114,Mr Boston Creme de Banana,Liter,2024-06,38,246.62,50.0,255.5,12.0,1.32,Well Balanced
114,Mr Boston Creme de Banana,Liter,2024-07,43,279.07,51.0,260.61,8.0,1.19,Well Balanced
114,Mr Boston Creme de Banana,Liter,2024-08,32,207.68,30.0,153.3,-2.0,0.94,Well Balanced
114,Mr Boston Creme de Banana,Liter,2024-09,28,181.72,15.0,76.65,-13.0,0.54,Under-Ordered
114,Mr Boston Creme de Banana,Liter,2024-10,23,149.27,24.0,122.64,1.0,1.04,Well Balanced
114,Mr Boston Creme de Banana,Liter,2024-11,15,97.35000000000001,24.0,122.64,9.0,1.6,Over-Ordered
114,Mr Boston Creme de Banana,Liter,2024-12,29,188.21,48.0,245.28,19.0,1.66,Over-Ordered
115,Belvedere Vodka,Liter,2024-01,589,16486.11,588.0,12565.56,-1.0,1.0,Well Balanced
115,Belvedere Vodka,Liter,2024-02,536,15002.64,564.0,12052.68,28.0,1.05,Well Balanced
115,Belvedere Vodka,Liter,2024-03,830,23231.7,826.0,17651.62,-4.0,1.0,Well Balanced
115,Belvedere Vodka,Liter,2024-04,788,22056.12,740.0,15813.8,-48.0,0.94,Well Balanced
115,Belvedere Vodka,Liter,2024-05,865,24211.35,833.0,17801.21,-32.0,0.96,Well Balanced
115,Belvedere Vodka,Liter,2024-06,691,19341.09,783.0,16732.71,92.0,1.13,Well Balanced
115,Belvedere Vodka,Liter,2024-07,1110,31068.899999999998,1185.0,25323.45,75.0,1.07,Well Balanced
115,Belvedere Vodka,Liter,2024-08,765,21412.35,805.0,17202.85,40.0,1.05,Well Balanced
115,Belvedere Vodka,Liter,2024-09,931,26058.69,868.0,18549.16,-63.0,0.93,Well Balanced
115,Belvedere Vodka,Liter,2024-10,682,19089.18,1790.0,38252.3,1108.0,2.62,Over-Ordered
115,Belvedere Vodka,Liter,2024-11,1133,31712.67,1271.0,27161.27,138.0,1.12,Well Balanced
115,Belvedere Vodka,Liter,2024-12,1335,37366.65,866.0,18506.420000000002,-469.0,0.65,Under-Ordered
116,Voli Lyte French Vodka,750mL,2024-01,4,59.96,0.0,0.0,-4.0,0.0,No Replenishment
116,Voli Lyte French Vodka,750mL,2024-02,5,74.95,0.0,0.0,-5.0,0.0,No Replenishment
117,Vermont Gold Vodka,750mL,2024-01,13,454.87,0.0,0.0,-13.0,0.0,No Replenishment
117,Vermont Gold Vodka,750mL,2024-02,4,141.96,0.0,0.0,-4.0,0.0,No Replenishment
120,Tarantula Azul Tequila Gift,750mL,2024-01,27,377.73,1.0,10.44,-26.0,0.04,Under-Ordered
120,Tarantula Azul Tequila Gift,750mL,2024-02,28,391.72,0.0,0.0,-28.0,0.0,No Replenishment
120,Tarantula Azul Tequila Gift,750mL,2024-03,21,293.79,0.0,0.0,-21.0,0.0,No Replenishment
120,Tarantula Azul Tequila Gift,750mL,2024-04,3,41.97,0.0,0.0,-3.0,0.0,No Replenishment
120,Tarantula Azul Tequila Gift,750mL,2024-05,6,83.94,0.0,0.0,-6.0,0.0,No Replenishment
120,Tarantula Azul Tequila Gift,750mL,2024-09,4,55.96,239.0,2495.16,235.0,59.75,Over-Ordered
120,Tarantula Azul Tequila Gift,750mL,2024-10,50,699.5,1.0,10.44,-49.0,0.02,Under-Ordered
120,Tarantula Azul Tequila Gift,750mL,2024-11,46,643.54,0.0,0.0,-46.0,0.0,No Replenishment
120,Tarantula Azul Tequila Gift,750mL,2024-12,88,1231.12,0.0,0.0,-88.0,0.0,No Replenishment
122,DeKuyper Mixed Berry Medley,750mL,2024-01,4,43.96,0.0,0.0,-4.0,0.0,No Replenishment
122,DeKuyper Mixed Berry Medley,750mL,2024-02,2,21.98,0.0,0.0,-2.0,0.0,No Replenishment
122,DeKuyper Mixed Berry Medley,750mL,2024-03,1,10.99,0.0,0.0,-1.0,0.0,No Replenishment
122,DeKuyper Mixed Berry Medley,750mL,2024-04,2,21.98,0.0,0.0,-2.0,0.0,No Replenishment
122,DeKuyper Mixed Berry Medley,750mL,2024-05,6,65.94,0.0,0.0,-6.0,0.0,No Replenishment
122,DeKuyper Mixed Berry Medley,750mL,2024-06,5,54.95,1.0,7.96,-4.0,0.2,Under-Ordered
122,DeKuyper Mixed Berry Medley,750mL,2024-07,3,32.97,0.0,0.0,-3.0,0.0,No Replenishment
