Brand,Description,Size,YearMonth,UnitsSold,Revenue,UnitsReceived,PurchaseCost,SupplyGap,CoverRatio,PlanningStatus
36851,Frey Syrah Organic Mendocino,750mL,2024-02,1,15.99,0.0,0.0,-1.0,0.0,No Replenishment
36851,Frey Syrah Organic Mendocino,750mL,2024-03,5,79.95,0.0,0.0,-5.0,0.0,No Replenishment
36851,Frey Syrah Organic Mendocino,750mL,2024-04,6,95.94,0.0,0.0,-6.0,0.0,No Replenishment
36851,Frey Syrah Organic Mendocino,750mL,2024-06,4,63.96,0.0,0.0,-4.0,0.0,No Replenishment
36851,Frey Syrah Organic Mendocino,750mL,2024-07,11,175.89000000000001,0.0,0.0,-11.0,0.0,No Replenishment
36851,Frey Syrah Organic Mendocino,750mL,2024-08,5,79.95,24.0,257.52,19.0,4.8,Over-Ordered
36851,Frey Syrah Organic Mendocino,750mL,2024-09,1,15.99,0.0,0.0,-1.0,0.0,No Replenishment
36851,Frey Syrah Organic Mendocino,750mL,2024-10,7,111.93,12.0,128.76,5.0,1.71,Over-Ordered
36851,Frey Syrah Organic Mendocino,750mL,2024-11,4,63.96,0.0,0.0,-4.0,0.0,No Replenishment
36851,Frey Syrah Organic Mendocino,750mL,2024-12,13,207.87,5.0,53.65,-8.0,0.38,Under-Ordered
36852,Frey Znfdl Organic Mendocino,750mL,2024-01,16,251.84,1.0,9.58,-15.0,0.06,Under-Ordered
36852,Frey Znfdl Organic Mendocino,750mL,2024-02,70,909.3,46.0,440.67999999999995,-24.0,0.66,Under-Ordered
36852,Frey Znfdl Organic Mendocino,750mL,2024-03,63,818.37,36.0,344.88,-27.0,0.57,Under-Ordered
36852,Frey Znfdl Organic Mendocino,750mL,2024-04,18,284.82,24.0,229.92,6.0,1.33,Well Balanced
36852,Frey Znfdl Organic Mendocino,750mL,2024-05,58,808.42,25.0,239.5,-33.0,0.43,Under-Ordered
36852,Frey Znfdl Organic Mendocino,750mL,2024-06,118,1532.82,120.0,1149.6,2.0,1.02,Well Balanced
36852,Frey Znfdl Organic Mendocino,750mL,2024-07,54,742.46,84.0,804.7199999999999,30.0,1.56,Over-Ordered
36852,Frey Znfdl Organic Mendocino,750mL,2024-08,63,818.37,96.0,919.68,33.0,1.52,Over-Ordered
36852,Frey Znfdl Organic Mendocino,750mL,2024-09,86,1117.14,60.0,574.8,-26.0,0.7,Under-Ordered
36852,Frey Znfdl Organic Mendocino,750mL,2024-10,40,612.6,36.0,344.88,-4.0,0.9,Well Balanced
36852,Frey Znfdl Organic Mendocino,750mL,2024-11,19,303.81,24.0,229.92,5.0,1.26,Well Balanced
36852,Frey Znfdl Organic Mendocino,750mL,2024-12,80,1066.2,96.0,919.68,16.0,1.2,Well Balanced
36859,Brancott Pnt Nr Marlboro,750mL,2024-01,21,272.79,0.0,0.0,-21.0,0.0,No Replenishment
36859,Brancott Pnt Nr Marlboro,750mL,2024-02,59,686.41,79.0,522.98,20.0,1.34,Well Balanced
36859,Brancott Pnt Nr Marlboro,750mL,2024-03,213,1701.8700000000001,112.0,741.4399999999999,-101.0,0.53,Under-Ordered
36859,Brancott Pnt Nr Marlboro,750mL,2024-04,75,651.25,103.0,681.86,28.0,1.37,Well Balanced
36859,Brancott Pnt Nr Marlboro,750mL,2024-05,13,170.87,36.0,238.32,23.0,2.77,Over-Ordered
36859,Brancott Pnt Nr Marlboro,750mL,2024-06,15,224.85,24.0,158.88,9.0,1.6,Over-Ordered
36859,Brancott Pnt Nr Marlboro,750mL,2024-07,47,614.53,46.0,304.52,-1.0,0.98,Well Balanced
36859,Brancott Pnt Nr Marlboro,750mL,2024-08,16,207.84,24.0,158.88,8.0,1.5,Well Balanced
36859,Brancott Pnt Nr Marlboro,750mL,2024-09,49,708.51,21.0,139.01999999999998,-28.0,0.43,Under-Ordered
36859,Brancott Pnt Nr Marlboro,750mL,2024-10,46,557.54,55.0,364.1,9.0,1.2,Well Balanced
36859,Brancott Pnt Nr Marlboro,750mL,2024-11,47,469.53000000000003,35.0,231.7,-12.0,0.74,Under-Ordered
36859,Brancott Pnt Nr Marlboro,750mL,2024-12,80,799.2,115.0,761.3,35.0,1.44,Well Balanced
36868,Dunn Cab Svgn Howell Mtn,750mL,2024-05,7,909.93,60.0,3749.4,53.0,8.57,Over-Ordered
36868,Dunn Cab Svgn Howell Mtn,750mL,2024-06,8,1039.92,0.0,0.0,-8.0,0.0,No Replenishment
36868,Dunn Cab Svgn Howell Mtn,750mL,2024-07,15,1949.8500000000001,0.0,0.0,-15.0,0.0,No Replenishment
36868,Dunn Cab Svgn Howell Mtn,750mL,2024-08,14,1819.8600000000001,5.0,312.45,-9.0,0.36,Under-Ordered
36868,Dunn Cab Svgn Howell Mtn,750mL,2024-09,17,2209.83,13.0,812.37,-4.0,0.76,Under-Ordered
36868,Dunn Cab Svgn Howell Mtn,750mL,2024-11,7,909.9300000000001,3.0,187.47,-4.0,0.43,Under-Ordered
36874,Yellow Tail Merlot Ausl,750mL,2024-01,995,6977.05,719.0,3328.9700000000003,-276.0,0.72,Under-Ordered
36874,Yellow Tail Merlot Ausl,750mL,2024-02,410,3275.9,584.0,2703.92,174.0,1.42,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-03,429,3427.71,442.0,2046.46,13.0,1.03,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-04,737,5180.63,550.0,2546.5,-187.0,0.75,Under-Ordered
36874,Yellow Tail Merlot Ausl,750mL,2024-05,486,3868.14,594.0,2750.2200000000003,108.0,1.22,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-06,335,2676.65,340.0,1574.2,5.0,1.01,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-07,320,2556.8,338.0,1564.94,18.0,1.06,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-08,264,2109.36,271.0,1254.73,7.0,1.03,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-09,357,2852.43,301.0,1393.63,-56.0,0.84,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-10,387,3078.13,403.0,1865.89,16.0,1.04,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-11,466,3257.34,484.0,2240.92,18.0,1.04,Well Balanced
36874,Yellow Tail Merlot Ausl,750mL,2024-12,473,3676.27,389.0,1801.0700000000002,-84.0,0.82,Well Balanced
36894,Chambers Rosewood Muscat,375mL,2024-01,14,167.86,0.0,0.0,-14.0,0.0,No Replenishment
36894,Chambers Rosewood Muscat,375mL,2024-02,23,275.77,2.0,15.78,-21.0,0.09,Under-Ordered
36894,Chambers Rosewood Muscat,375mL,2024-03,9,107.91,0.0,0.0,-9.0,0.0,No Replenishment
36894,Chambers Rosewood Muscat,375mL,2024-04,4,47.96,0.0,0.0,-4.0,0.0,No Replenishment
36894,Chambers Rosewood Muscat,375mL,2024-05,9,107.91,5.0,39.45,-4.0,0.56,Under-Ordered
36894,Chambers Rosewood Muscat,375mL,2024-06,10,119.9,5.0,39.45,-5.0,0.5,Under-Ordered
36894,Chambers Rosewood Muscat,375mL,2024-08,2,23.98,0.0,0.0,-2.0,0.0,No Replenishment
36894,Chambers Rosewood Muscat,375mL,2024-09,3,35.97,0.0,0.0,-3.0,0.0,No Replenishment
36894,Chambers Rosewood Muscat,375mL,2024-10,11,131.89000000000001,10.0,78.9,-1.0,0.91,Well Balanced
36894,Chambers Rosewood Muscat,375mL,2024-11,5,59.95,0.0,0.0,-5.0,0.0,No Replenishment
36894,Chambers Rosewood Muscat,375mL,2024-12,8,95.92,4.0,31.56,-4.0,0.5,Under-Ordered
36907,Dom Tempier Bandol Rg,750mL,2024-01,14,559.86,0.0,0.0,-14.0,0.0,No Replenishment
36907,Dom Tempier Bandol Rg,750mL,2024-02,20,799.8000000000001,0.0,0.0,-20.0,0.0,No Replenishment
36907,Dom Tempier Bandol Rg,750mL,2024-03,33,1319.67,11.0,285.67,-22.0,0.33,Under-Ordered
36907,Dom Tempier Bandol Rg,750mL,2024-04,12,479.88,0.0,0.0,-12.0,0.0,No Replenishment
36907,Dom Tempier Bandol Rg,750mL,2024-05,14,559.86,10.0,259.7,-4.0,0.71,Under-Ordered
36907,Dom Tempier Bandol Rg,750mL,2024-06,15,599.85,13.0,337.61,-2.0,0.87,Well Balanced
36907,Dom Tempier Bandol Rg,750mL,2024-07,7,279.93,0.0,0.0,-7.0,0.0,No Replenishment
36907,Dom Tempier Bandol Rg,750mL,2024-08,1,39.99,0.0,0.0,-1.0,0.0,No Replenishment
36907,Dom Tempier Bandol Rg,750mL,2024-09,2,79.98,0.0,0.0,-2.0,0.0,No Replenishment
36907,Dom Tempier Bandol Rg,750mL,2024-10,1,39.99,0.0,0.0,-1.0,0.0,No Replenishment
36989,Duck Pond Chard Wash,750mL,2024-01,45,626.55,12.0,89.16,-33.0,0.27,Under-Ordered
36989,Duck Pond Chard Wash,750mL,2024-02,16,221.84,12.0,89.16,-4.0,0.75,Under-Ordered
36989,Duck Pond Chard Wash,750mL,2024-03,23,275.77,38.0,282.34,15.0,1.65,Over-Ordered
36989,Duck Pond Chard Wash,750mL,2024-04,52,578.48,48.0,356.64,-4.0,0.92,Well Balanced
36989,Duck Pond Chard Wash,750mL,2024-05,57,681.43,37.0,274.90999999999997,-20.0,0.65,Under-Ordered
36989,Duck Pond Chard Wash,750mL,2024-06,64,703.36,59.0,438.37,-5.0,0.92,Well Balanced
36989,Duck Pond Chard Wash,750mL,2024-07,51,560.49,23.0,170.89,-28.0,0.45,Under-Ordered
36989,Duck Pond Chard Wash,750mL,2024-08,48,527.52,48.0,356.64,0.0,1.0,Well Balanced
36989,Duck Pond Chard Wash,750mL,2024-09,27,353.73,62.0,460.65999999999997,35.0,2.3,Over-Ordered
36989,Duck Pond Chard Wash,750mL,2024-10,61,673.39,48.0,356.64,-13.0,0.79,Under-Ordered
36989,Duck Pond Chard Wash,750mL,2024-11,33,362.67,48.0,356.64,15.0,1.45,Well Balanced
36989,Duck Pond Chard Wash,750mL,2024-12,26,285.74,35.0,260.05,9.0,1.35,Well Balanced
36990,Desert Wind Vyd Merlot,750mL,2024-02,1,18.99,0.0,0.0,-1.0,0.0,No Replenishment
36990,Desert Wind Vyd Merlot,750mL,2024-04,2,37.98,0.0,0.0,-2.0,0.0,No Replenishment
36990,Desert Wind Vyd Merlot,750mL,2024-07,1,18.99,0.0,0.0,-1.0,0.0,No Replenishment
36990,Desert Wind Vyd Merlot,750mL,2024-09,1,18.99,0.0,0.0,-1.0,0.0,No Replenishment
36991,Duck Pond Pnt Gris Ore,750mL,2024-01,82,1126.18,95.0,682.0999999999999,13.0,1.16,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-02,95,1327.05,104.0,746.72,9.0,1.09,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-03,198,2374.02,154.0,1105.72,-44.0,0.78,Under-Ordered
36991,Duck Pond Pnt Gris Ore,750mL,2024-04,190,2105.1,208.0,1493.44,18.0,1.09,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-05,250,2986.5,273.0,1960.1399999999999,23.0,1.09,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-06,378,4154.22,351.0,2520.18,-27.0,0.93,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-07,249,2736.51,300.0,2154.0,51.0,1.2,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-08,294,3231.06,352.0,2527.36,58.0,1.2,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-09,134,1799.66,120.0,861.6,-14.0,0.9,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-10,222,2466.78,240.0,1723.2,18.0,1.08,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-11,255,2802.45,213.0,1529.34,-42.0,0.84,Well Balanced
36991,Duck Pond Pnt Gris Ore,750mL,2024-12,281,3088.19,271.0,1945.78,-10.0,0.96,Well Balanced
36992,Duck Pond Willamette Pnt Nr,750mL,2024-01,222,3771.7799999999997,130.0,1307.8,-92.0,0.59,Under-Ordered
36992,Duck Pond Willamette Pnt Nr,750mL,2024-02,83,1651.1699999999998,60.0,603.6,-23.0,0.72,Under-Ordered
36992,Duck Pond Willamette Pnt Nr,750mL,2024-03,115,2068.85,442.0,4446.52,327.0,3.84,Over-Ordered
36992,Duck Pond Willamette Pnt Nr,750mL,2024-04,499,7513.01,790.0,7947.4,291.0,1.58,Over-Ordered
36992,Duck Pond Willamette Pnt Nr,750mL,2024-05,213,3768.87,73.0,734.38,-140.0,0.34,Under-Ordered
36992,Duck Pond Willamette Pnt Nr,750mL,2024-06,213,3831.87,118.0,1187.08,-95.0,0.55,Under-Ordered
36992,Duck Pond Willamette Pnt Nr,750mL,2024-07,203,3651.97,108.0,1086.48,-95.0,0.53,Under-Ordered
36992,Duck Pond Willamette Pnt Nr,750mL,2024-08,191,3245.0899999999997,179.0,1800.74,-12.0,0.94,Well Balanced
36992,Duck Pond Willamette Pnt Nr,750mL,2024-09,144,2755.56,152.0,1529.12,8.0,1.06,Well Balanced
36992,Duck Pond Willamette Pnt Nr,750mL,2024-10,290,4978.099999999999,172.0,1730.32,-118.0,0.59,Under-Ordered
36992,Duck Pond Willamette Pnt Nr,750mL,2024-11,244,4145.5599999999995,210.0,2112.6,-34.0,0.86,Well Balanced
36992,Duck Pond Willamette Pnt Nr,750mL,2024-12,223,3979.7699999999995,214.0,2152.84,-9.0,0.96,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-01,12,263.88,12.0,173.64,0.0,1.0,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-02,18,395.82,18.0,260.46,0.0,1.0,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-03,12,263.88,18.0,260.46,6.0,1.5,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-04,12,263.88,6.0,86.82,-6.0,0.5,Under-Ordered
37008,Due Torri Pinot Grigio Dell,1.5L,2024-05,18,395.82,18.0,260.46,0.0,1.0,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-06,12,263.88,12.0,173.64,0.0,1.0,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-07,12,263.88,12.0,173.64,0.0,1.0,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-08,18,395.82,18.0,260.46,0.0,1.0,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-09,12,263.88,18.0,260.46,6.0,1.5,Well Balanced
37008,Due Torri Pinot Grigio Dell,1.5L,2024-10,6,131.94,0.0,0.0,-6.0,0.0,No Replenishment
37046,Truchard Znfdl,750mL,2024-02,311,4661.89,2057.0,20426.01,1746.0,6.61,Over-Ordered
37046,Truchard Znfdl,750mL,2024-03,598,8964.02,555.0,5511.15,-43.0,0.93,Well Balanced
37046,Truchard Znfdl,750mL,2024-04,650,9743.5,555.0,5511.15,-95.0,0.85,Well Balanced
37046,Truchard Znfdl,750mL,2024-05,655,9818.45,37.0,367.40999999999997,-618.0,0.06,Under-Ordered
37046,Truchard Znfdl,750mL,2024-06,380,5696.2,0.0,0.0,-380.0,0.0,No Replenishment
37046,Truchard Znfdl,750mL,2024-07,261,3912.39,5.0,49.65,-256.0,0.02,Under-Ordered
37046,Truchard Znfdl,750mL,2024-08,99,1484.01,0.0,0.0,-99.0,0.0,No Replenishment
37046,Truchard Znfdl,750mL,2024-09,90,1349.1,2.0,19.86,-88.0,0.02,Under-Ordered
37046,Truchard Znfdl,750mL,2024-10,54,809.46,0.0,0.0,-54.0,0.0,No Replenishment
37046,Truchard Znfdl,750mL,2024-11,91,1364.09,0.0,0.0,-91.0,0.0,No Replenishment
37046,Truchard Znfdl,750mL,2024-12,32,479.68,10.0,99.3,-22.0,0.31,Under-Ordered
37047,Ch Montelena Est Cab Svgn Np,750mL,2024-05,3,389.97,0.0,0.0,-3.0,0.0,No Replenishment
37047,Ch Montelena Est Cab Svgn Np,750mL,2024-06,1,129.99,2.0,168.82,1.0,2.0,Over-Ordered
37047,Ch Montelena Est Cab Svgn Np,750mL,2024-07,1,129.99,0.0,0.0,-1.0,0.0,No Replenishment
37047,Ch Montelena Est Cab Svgn Np,750mL,2024-08,1,129.99,0.0,0.0,-1.0,0.0,No Replenishment
37047,Ch Montelena Est Cab Svgn Np,750mL,2024-12,1,129.99,0.0,0.0,-1.0,0.0,No Replenishment
37048,Ch Montelena Chard Napa,750mL,2024-01,42,1889.58,25.0,671.0,-17.0,0.6,Under-Ordered
37048,Ch Montelena Chard Napa,750mL,2024-02,33,1517.67,37.0,993.0799999999999,4.0,1.12,Well Balanced
37048,Ch Montelena Chard Napa,750mL,2024-03,24,1079.76,36.0,966.24,12.0,1.5,Well Balanced
37048,Ch Montelena Chard Napa,750mL,2024-04,5,229.95000000000002,37.0,993.0799999999999,32.0,7.4,Over-Ordered
37048,Ch Montelena Chard Napa,750mL,2024-05,50,2299.5,36.0,966.24,-14.0,0.72,Under-Ordered
37048,Ch Montelena Chard Napa,750mL,2024-06,192,7678.08,71.0,1905.6399999999999,-121.0,0.37,Under-Ordered
37048,Ch Montelena Chard Napa,750mL,2024-07,62,2731.38,209.0,5609.5599999999995,147.0,3.37,Over-Ordered
37048,Ch Montelena Chard Napa,750mL,2024-08,78,3509.2200000000003,84.0,2254.56,6.0,1.08,Well Balanced
37048,Ch Montelena Chard Napa,750mL,2024-09,58,2655.42,60.0,1610.3999999999999,2.0,1.03,Well Balanced
37048,Ch Montelena Chard Napa,750mL,2024-10,59,2663.4100000000003,84.0,2254.56,25.0,1.42,Well Balanced
37048,Ch Montelena Chard Napa,750mL,2024-11,57,2621.4300000000003,108.0,2898.72,51.0,1.89,Over-Ordered
37048,Ch Montelena Chard Napa,750mL,2024-12,78,3512.2200000000003,85.0,2281.3999999999996,7.0,1.09,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-01,123,2684.77,145.0,1971.9999999999998,22.0,1.18,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-02,48,1199.52,60.0,816.0,12.0,1.25,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-03,104,2286.96,82.0,1115.1999999999998,-22.0,0.79,Under-Ordered
37049,Argyle Willamette Pnt Nr,750mL,2024-04,69,1643.31,108.0,1468.8,39.0,1.57,Over-Ordered
37049,Argyle Willamette Pnt Nr,750mL,2024-05,127,2766.73,129.0,1754.3999999999999,2.0,1.02,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-06,246,4917.54,198.0,2692.7999999999997,-48.0,0.8,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-07,266,5317.34,351.0,4773.599999999999,85.0,1.32,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-08,184,3678.16,212.0,2883.2,28.0,1.15,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-09,82,1834.1799999999998,108.0,1468.8,26.0,1.32,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-10,187,4151.13,117.0,1591.1999999999998,-70.0,0.63,Under-Ordered
37049,Argyle Willamette Pnt Nr,750mL,2024-11,235,4697.65,277.0,3767.2,42.0,1.18,Well Balanced
37049,Argyle Willamette Pnt Nr,750mL,2024-12,258,5157.42,211.0,2869.6,-47.0,0.82,Well Balanced
37071,Caymus Conundrum White,750mL,2024-01,207,4089.93,591.0,6831.96,384.0,2.86,Over-Ordered
37071,Caymus Conundrum White,750mL,2024-02,181,4161.19,192.0,2219.52,11.0,1.06,Well Balanced
37071,Caymus Conundrum White,750mL,2024-03,192,4414.08,156.0,1803.36,-36.0,0.81,Well Balanced
37071,Caymus Conundrum White,750mL,2024-04,184,4230.16,190.0,2196.4,6.0,1.03,Well Balanced
37071,Caymus Conundrum White,750mL,2024-05,267,6138.33,298.0,3444.88,31.0,1.12,Well Balanced
37071,Caymus Conundrum White,750mL,2024-06,338,7770.62,357.0,4126.92,19.0,1.06,Well Balanced
37071,Caymus Conundrum White,750mL,2024-07,426,9793.74,444.0,5132.64,18.0,1.04,Well Balanced
37071,Caymus Conundrum White,750mL,2024-08,343,7885.57,389.0,4496.84,46.0,1.13,Well Balanced
37071,Caymus Conundrum White,750mL,2024-09,359,8253.41,324.0,3745.44,-35.0,0.9,Well Balanced
37071,Caymus Conundrum White,750mL,2024-10,229,5264.71,257.0,2970.92,28.0,1.12,Well Balanced
37071,Caymus Conundrum White,750mL,2024-11,283,6506.17,262.0,3028.72,-21.0,0.93,Well Balanced
37071,Caymus Conundrum White,750mL,2024-12,350,8046.5,338.0,3907.2799999999997,-12.0,0.97,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-01,56,643.44,106.0,796.0600000000001,50.0,1.89,Over-Ordered
37083,Jewell Towne Cayuga Wh NH,750mL,2024-02,25,287.25,24.0,180.24,-1.0,0.96,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-03,69,792.8100000000001,37.0,277.87,-32.0,0.54,Under-Ordered
37083,Jewell Towne Cayuga Wh NH,750mL,2024-04,61,700.89,72.0,540.72,11.0,1.18,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-05,73,838.77,75.0,563.25,2.0,1.03,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-06,63,723.87,84.0,630.84,21.0,1.33,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-07,106,1217.94,94.0,705.94,-12.0,0.89,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-08,123,1413.27,165.0,1239.15,42.0,1.34,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-09,110,1263.9,118.0,886.1800000000001,8.0,1.07,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-10,66,758.34,58.0,435.58000000000004,-8.0,0.88,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-11,77,884.73,86.0,645.86,9.0,1.12,Well Balanced
37083,Jewell Towne Cayuga Wh NH,750mL,2024-12,170,1953.3,106.0,796.0600000000001,-64.0,0.62,Under-Ordered
37100,Antinori Brnllo Mntlcno Pain,750mL,2024-01,2,117.98,0.0,0.0,-2.0,0.0,No Replenishment
37100,Antinori Brnllo Mntlcno Pain,750mL,2024-02,3,161.97,0.0,0.0,-3.0,0.0,No Replenishment
37100,Antinori Brnllo Mntlcno Pain,750mL,2024-03,2,107.98,0.0,0.0,-2.0,0.0,No Replenishment
37100,Antinori Brnllo Mntlcno Pain,750mL,2024-04,4,215.96,6.0,219.24,2.0,1.5,Well Balanced
37100,Antinori Brnllo Mntlcno Pain,750mL,2024-05,14,755.86,13.0,475.02,-1.0,0.93,Well Balanced
37100,Antinori Brnllo Mntlcno Pain,750mL,2024-11,1,53.99,0.0,0.0,-1.0,0.0,No Replenishment
37121,Flag Hill Apple Cran NH,750mL,2024-01,125,1623.75,119.0,1037.68,-6.0,0.95,Well Balanced
37121,Flag Hill Apple Cran NH,750mL,2024-02,142,1844.58,106.0,924.32,-36.0,0.75,Under-Ordered
37121,Flag Hill Apple Cran NH,750mL,2024-03,105,1363.95,209.0,1822.48,104.0,1.99,Over-Ordered
37121,Flag Hill Apple Cran NH,750mL,2024-04,102,1324.98,118.0,1028.96,16.0,1.16,Well Balanced
37121,Flag Hill Apple Cran NH,750mL,2024-05,160,2078.4,125.0,1090.0,-35.0,0.78,Under-Ordered
37121,Flag Hill Apple Cran NH,750mL,2024-06,143,1857.57,180.0,1569.6,37.0,1.26,Well Balanced
37121,Flag Hill Apple Cran NH,750mL,2024-07,178,2312.2200000000003,151.0,1316.72,-27.0,0.85,Well Balanced
37121,Flag Hill Apple Cran NH,750mL,2024-08,166,2156.34,165.0,1438.8,-1.0,0.99,Well Balanced
37121,Flag Hill Apple Cran NH,750mL,2024-09,195,2533.05,239.0,2084.08,44.0,1.23,Well Balanced
37121,Flag Hill Apple Cran NH,750mL,2024-10,202,2623.98,149.0,1299.28,-53.0,0.74,Under-Ordered
37121,Flag Hill Apple Cran NH,750mL,2024-11,409,5312.91,346.0,3017.12,-63.0,0.85,Well Balanced
37121,Flag Hill Apple Cran NH,750mL,2024-12,425,5520.75,426.0,3714.7200000000003,1.0,1.0,Well Balanced
37126,Girard Chard RRV,750mL,2024-01,75,1495.25,66.0,796.62,-9.0,0.88,Well Balanced
37126,Girard Chard RRV,750mL,2024-02,92,1655.08,98.0,1182.8600000000001,6.0,1.07,Well Balanced
37126,Girard Chard RRV,750mL,2024-03,74,1331.26,130.0,1569.1000000000001,56.0,1.76,Over-Ordered
37126,Girard Chard RRV,750mL,2024-04,51,1009.4899999999999,27.0,325.89,-24.0,0.53,Under-Ordered
37126,Girard Chard RRV,750mL,2024-05,94,1879.06,94.0,1134.58,0.0,1.0,Well Balanced
37126,Girard Chard RRV,750mL,2024-06,86,1719.1399999999999,60.0,724.2,-26.0,0.7,Under-Ordered
37126,Girard Chard RRV,750mL,2024-07,94,1879.06,103.0,1243.21,9.0,1.1,Well Balanced
37126,Girard Chard RRV,750mL,2024-08,114,2278.8599999999997,154.0,1858.78,40.0,1.35,Well Balanced
37126,Girard Chard RRV,750mL,2024-09,101,2018.9899999999998,95.0,1146.65,-6.0,0.94,Well Balanced
37126,Girard Chard RRV,750mL,2024-10,109,2172.91,95.0,1146.65,-14.0,0.87,Well Balanced
37126,Girard Chard RRV,750mL,2024-11,122,2194.7799999999997,144.0,1738.08,22.0,1.18,Well Balanced
37126,Girard Chard RRV,750mL,2024-12,128,2302.72,94.0,1134.58,-34.0,0.73,Under-Ordered
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-01,36,722.64,42.0,541.8000000000001,6.0,1.17,Well Balanced
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-02,26,545.74,28.0,361.2,2.0,1.08,Well Balanced
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-03,9,215.90999999999997,0.0,0.0,-9.0,0.0,No Replenishment
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-04,32,671.68,24.0,309.6,-8.0,0.75,Under-Ordered
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-05,34,679.66,7.0,90.30000000000001,-27.0,0.21,Under-Ordered
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-06,14,335.85999999999996,36.0,464.40000000000003,22.0,2.57,Over-Ordered
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-07,14,296.85999999999996,24.0,309.6,10.0,1.71,Over-Ordered
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-08,68,1359.32,79.0,1019.1000000000001,11.0,1.16,Well Balanced
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-09,11,247.89,12.0,154.8,1.0,1.09,Well Balanced
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-10,31,653.6899999999999,24.0,309.6,-7.0,0.77,Under-Ordered
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-11,41,819.5899999999999,36.0,464.40000000000003,-5.0,0.88,Well Balanced
37152,Montes Alpha Apalta Cab Svgn,750mL,2024-12,31,649.6899999999999,23.0,296.7,-8.0,0.74,Under-Ordered
37156,Gekkeikan Sake Kobai Plm Cal,750mL,2024-01,37,221.63,12.0,49.2,-25.0,0.32,Under-Ordered
37156,Gekkeikan Sake Kobai Plm Cal,750mL,2024-02,58,347.42,39.0,159.9,-19.0,0.67,Under-Ordered
37156,Gekkeikan Sake Kobai Plm Cal,750mL,2024-03,32,191.68,43.0,176.3,11.0,1.34,Well Balanced
37156,Gekkeikan Sake Kobai Plm Cal,750mL,2024-04,44,263.56,24.0,98.4,-20.0,0.55,Under-Ordered
